"Date","FileSize","FolderName"
"2020-06-08","5,659.95 GB","DEU"
"2020-06-08","2,476.34 GB","ESP"
"2020-06-08","42.78 GB","MIL"
"2020-06-08","10,068.98 GB","PAR"
"2020-06-08","0.00 GB","UAE"
"2020-06-08","3,588.85 GB","UKC"
"2020-06-09","5,793.12 GB","DEU"
"2020-06-09","2,476.34 GB","ESP"
"2020-06-09","42.84 GB","MIL"
"2020-06-09","10,084.00 GB","PAR"
"2020-06-09","0.00 GB","UAE"
"2020-06-09","3,588.95 GB","UKC"
"2020-06-10","5,863.32 GB","DEU"
"2020-06-10","2,476.34 GB","ESP"
"2020-06-10","42.87 GB","MIL"
"2020-06-10","10,079.11 GB","PAR"
"2020-06-10","0.00 GB","UAE"
"2020-06-10","3,592.63 GB","UKC"
"2020-06-11","5,983.66 GB","DEU"
"2020-06-11","2,476.34 GB","ESP"
"2020-06-11","42.91 GB","MIL"
"2020-06-11","10,081.13 GB","PAR"
"2020-06-11","0.00 GB","UAE"
"2020-06-11","3,593.26 GB","UKC"
"2020-06-12","6,089.11 GB","DEU"
"2020-06-12","2,476.34 GB","ESP"
"2020-06-12","42.97 GB","MIL"
"2020-06-12","10,109.31 GB","PAR"
"2020-06-12","0.00 GB","UAE"
"2020-06-12","3,596.17 GB","UKC"
"2020-06-13","6,199.87 GB","DEU"
"2020-06-13","2,476.34 GB","ESP"
"2020-06-13","42.99 GB","MIL"
"2020-06-13","10,110.86 GB","PAR"
"2020-06-13","0.00 GB","UAE"
"2020-06-13","3,596.17 GB","UKC"
"2020-06-14","6,319.26 GB","DEU"
"2020-06-14","2,476.34 GB","ESP"
"2020-06-14","42.99 GB","MIL"
"2020-06-14","10,111.77 GB","PAR"
"2020-06-14","0.00 GB","UAE"
"2020-06-14","3,596.17 GB","UKC"
"2020-06-15","6,421.97 GB","DEU"
"2020-06-15","2,476.34 GB","ESP"
"2020-06-15","43.02 GB","MIL"
"2020-06-15","10,135.65 GB","PAR"
"2020-06-15","0.00 GB","UAE"
"2020-06-15","3,609.44 GB","UKC"
"2020-06-16","6,456.68 GB","DEU"
"2020-06-16","2,476.34 GB","ESP"
"2020-06-16","43.07 GB","MIL"
"2020-06-16","10,194.46 GB","PAR"
"2020-06-16","0.00 GB","UAE"
"2020-06-16","3,608.18 GB","UKC"
"2020-06-17","6,460.12 GB","DEU"
"2020-06-17","2,476.34 GB","ESP"
"2020-06-17","43.10 GB","MIL"
"2020-06-17","10,227.56 GB","PAR"
"2020-06-17","0.00 GB","UAE"
"2020-06-17","3,608.56 GB","UKC"
"2020-06-18","6,465.27 GB","DEU"
"2020-06-18","2,476.34 GB","ESP"
"2020-06-18","43.13 GB","MIL"
"2020-06-18","10,220.12 GB","PAR"
"2020-06-18","0.00 GB","UAE"
"2020-06-18","3,608.77 GB","UKC"
"2020-06-19","6,472.81 GB","DEU"
"2020-06-19","2,476.34 GB","ESP"
"2020-06-19","43.17 GB","MIL"
"2020-06-19","10,241.93 GB","PAR"
"2020-06-19","0.00 GB","UAE"
"2020-06-19","3,609.56 GB","UKC"
"2020-06-20","6,482.68 GB","DEU"
"2020-06-20","2,476.34 GB","ESP"
"2020-06-20","43.23 GB","MIL"
"2020-06-20","10,242.84 GB","PAR"
"2020-06-20","0.00 GB","UAE"
"2020-06-20","3,609.56 GB","UKC"
"2020-06-22","6,486.20 GB","DEU"
"2020-06-22","2,476.34 GB","ESP"
"2020-06-22","43.24 GB","MIL"
"2020-06-22","10,257.47 GB","PAR"
"2020-06-22","0.00 GB","UAE"
"2020-06-22","3,610.12 GB","UKC"
"2020-06-23","6,491.82 GB","DEU"
"2020-06-23","2,476.34 GB","ESP"
"2020-06-23","43.32 GB","MIL"
"2020-06-23","10,366.37 GB","PAR"
"2020-06-23","0.00 GB","UAE"
"2020-06-23","3,609.89 GB","UKC"
"2020-06-24","6,493.99 GB","DEU"
"2020-06-24","2,476.34 GB","ESP"
"2020-06-24","43.41 GB","MIL"
"2020-06-24","10,392.42 GB","PAR"
"2020-06-24","0.00 GB","UAE"
"2020-06-24","3,610.15 GB","UKC"
"2020-06-25","6,480.21 GB","DEU"
"2020-06-25","2,476.34 GB","ESP"
"2020-06-25","43.46 GB","MIL"
"2020-06-25","10,406.74 GB","PAR"
"2020-06-25","0.00 GB","UAE"
"2020-06-25","3,612.29 GB","UKC"
"2020-06-26","6,482.55 GB","DEU"
"2020-06-26","2,476.34 GB","ESP"
"2020-06-26","43.52 GB","MIL"
"2020-06-26","10,476.63 GB","PAR"
"2020-06-26","0.00 GB","UAE"
"2020-06-26","3,612.80 GB","UKC"
"2020-06-27","6,483.16 GB","DEU"
"2020-06-27","2,476.34 GB","ESP"
"2020-06-27","43.57 GB","MIL"
"2020-06-27","10,500.37 GB","PAR"
"2020-06-27","0.00 GB","UAE"
"2020-06-27","3,612.81 GB","UKC"
"2020-06-28","6,483.17 GB","DEU"
"2020-06-28","2,476.34 GB","ESP"
"2020-06-28","43.57 GB","MIL"
"2020-06-28","10,500.59 GB","PAR"
"2020-06-28","0.00 GB","UAE"
"2020-06-28","3,615.19 GB","UKC"
"2020-06-29","6,484.26 GB","DEU"
"2020-06-29","2,476.34 GB","ESP"
"2020-06-29","43.59 GB","MIL"
"2020-06-29","10,511.49 GB","PAR"
"2020-06-29","0.00 GB","UAE"
"2020-06-29","3,615.42 GB","UKC"
"2020-06-30","6,486.89 GB","DEU"
"2020-06-30","2,476.34 GB","ESP"
"2020-06-30","43.71 GB","MIL"
"2020-06-30","10,507.94 GB","PAR"
"2020-06-30","0.00 GB","UAE"
"2020-06-30","3,621.25 GB","UKC"
"2020-07-01","6,488.70 GB","DEU"
"2020-07-01","2,476.34 GB","ESP"
"2020-07-01","43.81 GB","MIL"
"2020-07-01","10,511.06 GB","PAR"
"2020-07-01","0.00 GB","UAE"
"2020-07-01","3,633.79 GB","UKC"
"2020-07-02","6,487.68 GB","DEU"
"2020-07-02","2,476.34 GB","ESP"
"2020-07-02","43.85 GB","MIL"
"2020-07-02","10,504.84 GB","PAR"
"2020-07-02","0.00 GB","UAE"
"2020-07-02","3,634.81 GB","UKC"
"2020-07-03","6,489.43 GB","DEU"
"2020-07-03","2,476.34 GB","ESP"
"2020-07-03","43.88 GB","MIL"
"2020-07-03","10,515.05 GB","PAR"
"2020-07-03","0.00 GB","UAE"
"2020-07-03","3,636.60 GB","UKC"
"2020-07-04","6,490.76 GB","DEU"
"2020-07-04","2,476.34 GB","ESP"
"2020-07-04","43.96 GB","MIL"
"2020-07-04","10,515.54 GB","PAR"
"2020-07-04","0.00 GB","UAE"
"2020-07-04","3,636.60 GB","UKC"
"2020-07-05","6,490.76 GB","DEU"
"2020-07-05","2,476.34 GB","ESP"
"2020-07-05","43.96 GB","MIL"
"2020-07-05","10,515.54 GB","PAR"
"2020-07-05","0.00 GB","UAE"
"2020-07-05","3,636.60 GB","UKC"
"2020-07-06","6,492.93 GB","DEU"
"2020-07-06","2,476.34 GB","ESP"
"2020-07-06","43.98 GB","MIL"
"2020-07-06","10,543.27 GB","PAR"
"2020-07-06","0.00 GB","UAE"
"2020-07-06","3,636.66 GB","UKC"
"2020-07-07","6,497.29 GB","DEU"
"2020-07-07","2,476.34 GB","ESP"
"2020-07-07","44.08 GB","MIL"
"2020-07-07","10,561.69 GB","PAR"
"2020-07-07","0.00 GB","UAE"
"2020-07-07","3,636.71 GB","UKC"
"2020-07-08","6,498.77 GB","DEU"
"2020-07-08","2,476.34 GB","ESP"
"2020-07-08","44.16 GB","MIL"
"2020-07-08","10,551.66 GB","PAR"
"2020-07-08","0.00 GB","UAE"
"2020-07-08","3,637.39 GB","UKC"
"2020-07-09","6,501.53 GB","DEU"
"2020-07-09","2,476.34 GB","ESP"
"2020-07-09","44.26 GB","MIL"
"2020-07-09","10,577.90 GB","PAR"
"2020-07-09","0.00 GB","UAE"
"2020-07-09","3,643.55 GB","UKC"
"2020-07-10","6,505.38 GB","DEU"
"2020-07-10","2,476.34 GB","ESP"
"2020-07-10","44.33 GB","MIL"
"2020-07-10","10,611.86 GB","PAR"
"2020-07-10","0.00 GB","UAE"
"2020-07-10","3,646.21 GB","UKC"
"2020-07-11","6,506.72 GB","DEU"
"2020-07-11","2,476.34 GB","ESP"
"2020-07-11","44.35 GB","MIL"
"2020-07-11","10,593.84 GB","PAR"
"2020-07-11","0.00 GB","UAE"
"2020-07-11","3,646.21 GB","UKC"
"2020-07-12","6,506.73 GB","DEU"
"2020-07-12","2,476.34 GB","ESP"
"2020-07-12","44.35 GB","MIL"
"2020-07-12","10,593.84 GB","PAR"
"2020-07-12","0.00 GB","UAE"
"2020-07-12","3,646.21 GB","UKC"
"2020-07-13","6,507.31 GB","DEU"
"2020-07-13","2,476.34 GB","ESP"
"2020-07-13","44.37 GB","MIL"
"2020-07-13","10,602.22 GB","PAR"
"2020-07-13","0.00 GB","UAE"
"2020-07-13","3,647.55 GB","UKC"
"2020-07-14","6,510.37 GB","DEU"
"2020-07-14","2,476.34 GB","ESP"
"2020-07-14","44.45 GB","MIL"
"2020-07-14","10,604.19 GB","PAR"
"2020-07-14","0.00 GB","UAE"
"2020-07-14","3,647.90 GB","UKC"
"2020-07-15","6,514.13 GB","DEU"
"2020-07-15","2,476.34 GB","ESP"
"2020-07-15","44.52 GB","MIL"
"2020-07-15","10,649.22 GB","PAR"
"2020-07-15","0.00 GB","UAE"
"2020-07-15","3,649.50 GB","UKC"
"2020-07-16","6,515.92 GB","DEU"
"2020-07-16","2,476.34 GB","ESP"
"2020-07-16","44.56 GB","MIL"
"2020-07-16","10,645.97 GB","PAR"
"2020-07-16","0.00 GB","UAE"
"2020-07-16","3,649.62 GB","UKC"
"2020-07-17","6,521.34 GB","DEU"
"2020-07-17","2,476.34 GB","ESP"
"2020-07-17","44.61 GB","MIL"
"2020-07-17","10,657.42 GB","PAR"
"2020-07-17","0.00 GB","UAE"
"2020-07-17","3,650.28 GB","UKC"
"2020-07-18","6,522.30 GB","DEU"
"2020-07-18","2,476.34 GB","ESP"
"2020-07-18","44.85 GB","MIL"
"2020-07-18","10,733.56 GB","PAR"
"2020-07-18","0.00 GB","UAE"
"2020-07-18","3,650.28 GB","UKC"
"2020-07-19","6,522.30 GB","DEU"
"2020-07-19","2,476.34 GB","ESP"
"2020-07-19","44.85 GB","MIL"
"2020-07-19","10,733.57 GB","PAR"
"2020-07-19","0.00 GB","UAE"
"2020-07-19","3,650.28 GB","UKC"
"2020-07-20","6,522.55 GB","DEU"
"2020-07-20","2,476.34 GB","ESP"
"2020-07-20","44.86 GB","MIL"
"2020-07-20","10,733.18 GB","PAR"
"2020-07-20","0.00 GB","UAE"
"2020-07-20","3,663.04 GB","UKC"
"2020-07-21","6,524.29 GB","DEU"
"2020-07-21","2,476.34 GB","ESP"
"2020-07-21","44.97 GB","MIL"
"2020-07-21","10,740.59 GB","PAR"
"2020-07-21","0.00 GB","UAE"
"2020-07-21","3,665.80 GB","UKC"
"2020-07-22","6,525.76 GB","DEU"
"2020-07-22","2,476.34 GB","ESP"
"2020-07-22","45.02 GB","MIL"
"2020-07-22","10,752.52 GB","PAR"
"2020-07-22","0.00 GB","UAE"
"2020-07-22","3,666.22 GB","UKC"
"2020-07-23","6,529.86 GB","DEU"
"2020-07-23","2,476.34 GB","ESP"
"2020-07-23","45.06 GB","MIL"
"2020-07-23","10,758.54 GB","PAR"
"2020-07-23","0.00 GB","UAE"
"2020-07-23","3,667.54 GB","UKC"
"2020-07-24","6,532.11 GB","DEU"
"2020-07-24","2,476.34 GB","ESP"
"2020-07-24","45.11 GB","MIL"
"2020-07-24","10,787.17 GB","PAR"
"2020-07-24","0.00 GB","UAE"
"2020-07-24","3,667.68 GB","UKC"
"2020-07-25","6,547.71 GB","DEU"
"2020-07-25","2,476.34 GB","ESP"
"2020-07-25","45.14 GB","MIL"
"2020-07-25","10,806.27 GB","PAR"
"2020-07-25","0.00 GB","UAE"
"2020-07-25","3,668.12 GB","UKC"
"2020-07-27","6,548.57 GB","DEU"
"2020-07-27","2,476.34 GB","ESP"
"2020-07-27","45.15 GB","MIL"
"2020-07-27","10,828.14 GB","PAR"
"2020-07-27","0.00 GB","UAE"
"2020-07-27","3,665.42 GB","UKC"
"2020-07-28","6,553.52 GB","DEU"
"2020-07-28","2,476.34 GB","ESP"
"2020-07-28","45.27 GB","MIL"
"2020-07-28","10,869.43 GB","PAR"
"2020-07-28","0.00 GB","UAE"
"2020-07-28","3,666.90 GB","UKC"
"2020-07-29","6,557.94 GB","DEU"
"2020-07-29","2,476.34 GB","ESP"
"2020-07-29","45.56 GB","MIL"
"2020-07-29","10,872.46 GB","PAR"
"2020-07-29","0.00 GB","UAE"
"2020-07-29","3,666.98 GB","UKC"
"2020-07-30","6,398.39 GB","DEU"
"2020-07-30","2,476.34 GB","ESP"
"2020-07-30","45.63 GB","MIL"
"2020-07-30","10,900.19 GB","PAR"
"2020-07-30","0.00 GB","UAE"
"2020-07-30","3,667.76 GB","UKC"
"2020-07-31","6,563.31 GB","DEU"
"2020-07-31","2,476.34 GB","ESP"
"2020-07-31","45.88 GB","MIL"
"2020-07-31","10,894.75 GB","PAR"
"2020-07-31","0.00 GB","UAE"
"2020-07-31","3,669.93 GB","UKC"
"2020-08-01","6,564.87 GB","DEU"
"2020-08-01","2,476.34 GB","ESP"
"2020-08-01","45.95 GB","MIL"
"2020-08-01","10,898.40 GB","PAR"
"2020-08-01","0.00 GB","UAE"
"2020-08-01","3,670.01 GB","UKC"
"2020-08-02","6,564.95 GB","DEU"
"2020-08-02","2,476.34 GB","ESP"
"2020-08-02","45.96 GB","MIL"
"2020-08-02","10,898.42 GB","PAR"
"2020-08-02","0.00 GB","UAE"
"2020-08-02","3,670.01 GB","UKC"
"2020-08-03","6,565.24 GB","DEU"
"2020-08-03","2,476.34 GB","ESP"
"2020-08-03","45.96 GB","MIL"
"2020-08-03","10,902.96 GB","PAR"
"2020-08-03","0.00 GB","UAE"
"2020-08-03","3,675.97 GB","UKC"
"2020-08-04","6,571.07 GB","DEU"
"2020-08-04","2,476.34 GB","ESP"
"2020-08-04","45.98 GB","MIL"
"2020-08-04","11,048.90 GB","PAR"
"2020-08-04","0.00 GB","UAE"
"2020-08-04","3,677.11 GB","UKC"
"2020-08-05","6,575.12 GB","DEU"
"2020-08-05","2,476.34 GB","ESP"
"2020-08-05","46.00 GB","MIL"
"2020-08-05","11,075.40 GB","PAR"
"2020-08-05","0.00 GB","UAE"
"2020-08-05","3,677.29 GB","UKC"
"2020-08-06","6,578.38 GB","DEU"
"2020-08-06","2,476.34 GB","ESP"
"2020-08-06","46.13 GB","MIL"
"2020-08-06","11,083.41 GB","PAR"
"2020-08-06","0.00 GB","UAE"
"2020-08-06","3,681.60 GB","UKC"
"2020-08-07","6,582.00 GB","DEU"
"2020-08-07","2,476.34 GB","ESP"
"2020-08-07","46.54 GB","MIL"
"2020-08-07","11,118.07 GB","PAR"
"2020-08-07","0.00 GB","UAE"
"2020-08-07","3,683.04 GB","UKC"
"2020-08-08","6,583.45 GB","DEU"
"2020-08-08","2,476.34 GB","ESP"
"2020-08-08","46.89 GB","MIL"
"2020-08-08","11,127.53 GB","PAR"
"2020-08-08","0.00 GB","UAE"
"2020-08-08","3,682.95 GB","UKC"
"2020-08-09","6,583.00 GB","DEU"
"2020-08-09","2,476.34 GB","ESP"
"2020-08-09","46.89 GB","MIL"
"2020-08-09","11,127.53 GB","PAR"
"2020-08-09","0.00 GB","UAE"
"2020-08-09","3,683.25 GB","UKC"
"2020-08-10","6,583.55 GB","DEU"
"2020-08-10","2,476.34 GB","ESP"
"2020-08-10","46.90 GB","MIL"
"2020-08-10","11,132.95 GB","PAR"
"2020-08-10","0.00 GB","UAE"
"2020-08-10","3,683.54 GB","UKC"
"2020-08-11","6,585.62 GB","DEU"
"2020-08-11","2,476.34 GB","ESP"
"2020-08-11","46.92 GB","MIL"
"2020-08-11","11,159.13 GB","PAR"
"2020-08-11","0.00 GB","UAE"
"2020-08-11","3,696.43 GB","UKC"
"2020-08-12","6,591.11 GB","DEU"
"2020-08-12","2,476.34 GB","ESP"
"2020-08-12","46.96 GB","MIL"
"2020-08-12","11,185.07 GB","PAR"
"2020-08-12","0.00 GB","UAE"
"2020-08-12","3,710.53 GB","UKC"
"2020-08-13","6,580.58 GB","DEU"
"2020-08-13","2,476.34 GB","ESP"
"2020-08-13","47.00 GB","MIL"
"2020-08-13","11,262.05 GB","PAR"
"2020-08-13","0.00 GB","UAE"
"2020-08-13","3,716.54 GB","UKC"
"2020-08-14","6,661.50 GB","DEU"
"2020-08-14","2,476.34 GB","ESP"
"2020-08-14","47.04 GB","MIL"
"2020-08-14","11,265.41 GB","PAR"
"2020-08-14","0.00 GB","UAE"
"2020-08-14","3,716.27 GB","UKC"
"2020-08-15","6,736.26 GB","DEU"
"2020-08-15","2,476.34 GB","ESP"
"2020-08-15","47.05 GB","MIL"
"2020-08-15","11,265.86 GB","PAR"
"2020-08-15","0.00 GB","UAE"
"2020-08-15","3,716.36 GB","UKC"
"2020-08-16","6,807.89 GB","DEU"
"2020-08-16","2,476.34 GB","ESP"
"2020-08-16","47.05 GB","MIL"
"2020-08-16","11,265.92 GB","PAR"
"2020-08-16","0.00 GB","UAE"
"2020-08-16","3,716.43 GB","UKC"
"2020-08-17","6,854.06 GB","DEU"
"2020-08-17","2,476.34 GB","ESP"
"2020-08-17","47.07 GB","MIL"
"2020-08-17","11,292.79 GB","PAR"
"2020-08-17","0.00 GB","UAE"
"2020-08-17","3,692.93 GB","UKC"
"2020-08-18","6,917.89 GB","DEU"
"2020-08-18","2,476.34 GB","ESP"
"2020-08-18","47.12 GB","MIL"
"2020-08-18","11,323.63 GB","PAR"
"2020-08-18","0.00 GB","UAE"
"2020-08-18","3,690.93 GB","UKC"
"2020-08-19","7,001.18 GB","DEU"
"2020-08-19","2,476.34 GB","ESP"
"2020-08-19","47.20 GB","MIL"
"2020-08-19","11,350.40 GB","PAR"
"2020-08-19","0.00 GB","UAE"
"2020-08-19","3,691.22 GB","UKC"
"2020-08-20","7,176.98 GB","DEU"
"2020-08-20","2,476.34 GB","ESP"
"2020-08-20","47.29 GB","MIL"
"2020-08-20","11,390.57 GB","PAR"
"2020-08-20","0.00 GB","UAE"
"2020-08-20","3,691.47 GB","UKC"
"2020-08-21","7,387.50 GB","DEU"
"2020-08-21","2,476.34 GB","ESP"
"2020-08-21","47.33 GB","MIL"
"2020-08-21","11,416.66 GB","PAR"
"2020-08-21","0.00 GB","UAE"
"2020-08-21","3,691.74 GB","UKC"
"2020-08-22","7,603.65 GB","DEU"
"2020-08-22","2,476.34 GB","ESP"
"2020-08-22","47.38 GB","MIL"
"2020-08-22","11,419.66 GB","PAR"
"2020-08-22","0.00 GB","UAE"
"2020-08-22","3,691.74 GB","UKC"
"2020-08-24","7,884.79 GB","DEU"
"2020-08-24","2,476.34 GB","ESP"
"2020-08-24","47.40 GB","MIL"
"2020-08-24","11,436.98 GB","PAR"
"2020-08-24","0.00 GB","UAE"
"2020-08-24","3,691.86 GB","UKC"
"2020-08-25","8,028.77 GB","DEU"
"2020-08-25","2,476.34 GB","ESP"
"2020-08-25","47.44 GB","MIL"
"2020-08-25","11,436.79 GB","PAR"
"2020-08-25","0.00 GB","UAE"
"2020-08-25","3,692.33 GB","UKC"
"2020-08-26","7,660.47 GB","DEU"
"2020-08-26","2,476.34 GB","ESP"
"2020-08-26","47.49 GB","MIL"
"2020-08-26","11,463.45 GB","PAR"
"2020-08-26","0.00 GB","UAE"
"2020-08-26","3,715.56 GB","UKC"
"2020-08-27","7,619.79 GB","DEU"
"2020-08-27","2,476.34 GB","ESP"
"2020-08-27","47.56 GB","MIL"
"2020-08-27","11,480.89 GB","PAR"
"2020-08-27","0.00 GB","UAE"
"2020-08-27","3,677.55 GB","UKC"
"2020-08-28","7,622.82 GB","DEU"
"2020-08-28","2,476.34 GB","ESP"
"2020-08-28","47.63 GB","MIL"
"2020-08-28","11,470.89 GB","PAR"
"2020-08-28","0.00 GB","UAE"
"2020-08-28","3,680.12 GB","UKC"
"2020-08-29","7,675.20 GB","DEU"
"2020-08-29","2,476.34 GB","ESP"
"2020-08-29","47.65 GB","MIL"
"2020-08-29","11,400.73 GB","PAR"
"2020-08-29","0.00 GB","UAE"
"2020-08-29","3,680.14 GB","UKC"
"2020-08-30","7,747.80 GB","DEU"
"2020-08-30","2,476.34 GB","ESP"
"2020-08-30","47.65 GB","MIL"
"2020-08-30","11,400.74 GB","PAR"
"2020-08-30","0.00 GB","UAE"
"2020-08-30","3,680.14 GB","UKC"
"2020-08-31","7,839.64 GB","DEU"
"2020-08-31","2,476.34 GB","ESP"
"2020-08-31","47.69 GB","MIL"
"2020-08-31","11,406.52 GB","PAR"
"2020-08-31","0.00 GB","UAE"
"2020-08-31","3,680.14 GB","UKC"
"2020-09-01","7,869.73 GB","DEU"
"2020-09-01","2,476.34 GB","ESP"
"2020-09-01","47.75 GB","MIL"
"2020-09-01","11,410.72 GB","PAR"
"2020-09-01","0.00 GB","UAE"
"2020-09-01","3,682.16 GB","UKC"
"2020-09-02","7,873.91 GB","DEU"
"2020-09-02","2,476.34 GB","ESP"
"2020-09-02","47.79 GB","MIL"
"2020-09-02","11,461.19 GB","PAR"
"2020-09-02","0.00 GB","UAE"
"2020-09-02","3,679.90 GB","UKC"
"2020-09-03","7,876.36 GB","DEU"
"2020-09-03","2,476.34 GB","ESP"
"2020-09-03","47.84 GB","MIL"
"2020-09-03","11,492.00 GB","PAR"
"2020-09-03","0.00 GB","UAE"
"2020-09-04","7,881.67 GB","DEU"
"2020-09-04","2,476.34 GB","ESP"
"2020-09-04","47.88 GB","MIL"
"2020-09-04","11,435.10 GB","PAR"
"2020-09-04","0.00 GB","UAE"
"2020-09-04","3,660.24 GB","UKC"
"2020-09-05","7,884.68 GB","DEU"
"2020-09-05","2,476.34 GB","ESP"
"2020-09-05","47.90 GB","MIL"
"2020-09-05","11,460.77 GB","PAR"
"2020-09-05","0.00 GB","UAE"
"2020-09-05","3,660.23 GB","UKC"
"2020-09-06","7,884.68 GB","DEU"
"2020-09-06","2,476.34 GB","ESP"
"2020-09-06","47.90 GB","MIL"
"2020-09-06","11,460.89 GB","PAR"
"2020-09-06","0.00 GB","UAE"
"2020-09-06","3,660.23 GB","UKC"
"2020-09-07","7,886.81 GB","DEU"
"2020-09-07","2,476.34 GB","ESP"
"2020-09-07","47.93 GB","MIL"
"2020-09-07","11,487.97 GB","PAR"
"2020-09-07","0.00 GB","UAE"
"2020-09-07","3,657.33 GB","UKC"
"2020-09-08","7,891.50 GB","DEU"
"2020-09-08","2,476.34 GB","ESP"
"2020-09-08","48.02 GB","MIL"
"2020-09-08","11,492.38 GB","PAR"
"2020-09-08","0.00 GB","UAE"
"2020-09-08","3,658.98 GB","UKC"
"2020-09-09","7,894.62 GB","DEU"
"2020-09-09","2,476.34 GB","ESP"
"2020-09-09","48.09 GB","MIL"
"2020-09-09","11,504.05 GB","PAR"
"2020-09-09","0.00 GB","UAE"
"2020-09-09","3,657.87 GB","UKC"
"2020-09-10","7,899.39 GB","DEU"
"2020-09-10","2,476.34 GB","ESP"
"2020-09-10","48.14 GB","MIL"
"2020-09-10","11,548.41 GB","PAR"
"2020-09-10","0.00 GB","UAE"
"2020-09-10","3,658.60 GB","UKC"
"2020-09-11","7,903.53 GB","DEU"
"2020-09-11","2,476.34 GB","ESP"
"2020-09-11","48.22 GB","MIL"
"2020-09-11","11,614.81 GB","PAR"
"2020-09-11","0.00 GB","UAE"
"2020-09-11","3,667.53 GB","UKC"
"2020-09-12","7,905.22 GB","DEU"
"2020-09-12","2,476.34 GB","ESP"
"2020-09-12","48.26 GB","MIL"
"2020-09-12","11,627.63 GB","PAR"
"2020-09-12","0.00 GB","UAE"
"2020-09-12","3,667.53 GB","UKC"
"2020-09-13","7,905.23 GB","DEU"
"2020-09-13","2,476.34 GB","ESP"
"2020-09-13","48.26 GB","MIL"
"2020-09-13","11,627.83 GB","PAR"
"2020-09-13","0.00 GB","UAE"
"2020-09-13","3,667.53 GB","UKC"
"2020-09-14","7,906.25 GB","DEU"
"2020-09-14","2,476.34 GB","ESP"
"2020-09-14","48.28 GB","MIL"
"2020-09-14","11,625.39 GB","PAR"
"2020-09-14","0.00 GB","UAE"
"2020-09-14","3,667.61 GB","UKC"
"2020-09-15","7,909.57 GB","DEU"
"2020-09-15","2,476.34 GB","ESP"
"2020-09-15","48.35 GB","MIL"
"2020-09-15","11,632.71 GB","PAR"
"2020-09-15","0.00 GB","UAE"
"2020-09-15","3,669.65 GB","UKC"
"2020-09-16","7,913.39 GB","DEU"
"2020-09-16","2,476.34 GB","ESP"
"2020-09-16","48.62 GB","MIL"
"2020-09-16","11,637.67 GB","PAR"
"2020-09-16","0.00 GB","UAE"
"2020-09-16","3,669.80 GB","UKC"
"2020-09-17","7,916.50 GB","DEU"
"2020-09-17","2,476.34 GB","ESP"
"2020-09-17","48.99 GB","MIL"
"2020-09-17","11,635.34 GB","PAR"
"2020-09-17","0.00 GB","UAE"
"2020-09-17","3,670.89 GB","UKC"
"2020-09-18","8,016.49 GB","DEU"
"2020-09-18","2,476.34 GB","ESP"
"2020-09-18","49.20 GB","MIL"
"2020-09-18","11,539.27 GB","PAR"
"2020-09-18","0.00 GB","UAE"
"2020-09-18","3,671.75 GB","UKC"
"2020-09-19","8,025.77 GB","DEU"
"2020-09-19","2,476.34 GB","ESP"
"2020-09-19","49.25 GB","MIL"
"2020-09-19","11,534.97 GB","PAR"
"2020-09-19","0.00 GB","UAE"
"2020-09-19","3,671.91 GB","UKC"
"2020-09-21","8,175.38 GB","DEU"
"2020-09-21","2,476.34 GB","ESP"
"2020-09-21","49.27 GB","MIL"
"2020-09-21","11,517.31 GB","PAR"
"2020-09-21","0.00 GB","UAE"
"2020-09-21","3,673.26 GB","UKC"
"2020-09-22","8,178.01 GB","DEU"
"2020-09-22","2,476.34 GB","ESP"
"2020-09-22","49.52 GB","MIL"
"2020-09-22","11,541.39 GB","PAR"
"2020-09-22","0.00 GB","UAE"
"2020-09-22","3,673.45 GB","UKC"
"2020-09-23","8,183.91 GB","DEU"
"2020-09-23","2,476.34 GB","ESP"
"2020-09-23","49.62 GB","MIL"
"2020-09-23","11,549.23 GB","PAR"
"2020-09-23","0.00 GB","UAE"
"2020-09-23","3,673.60 GB","UKC"
"2020-09-24","8,186.11 GB","DEU"
"2020-09-24","2,476.34 GB","ESP"
"2020-09-24","49.67 GB","MIL"
"2020-09-24","11,551.80 GB","PAR"
"2020-09-24","0.00 GB","UAE"
"2020-09-24","3,673.65 GB","UKC"
"2020-09-25","8,191.14 GB","DEU"
"2020-09-25","2,476.34 GB","ESP"
"2020-09-25","49.80 GB","MIL"
"2020-09-25","11,622.46 GB","PAR"
"2020-09-25","0.00 GB","UAE"
"2020-09-25","3,673.95 GB","UKC"
"2020-09-26","8,293.79 GB","DEU"
"2020-09-26","2,476.34 GB","ESP"
"2020-09-26","49.87 GB","MIL"
"2020-09-26","11,622.54 GB","PAR"
"2020-09-26","0.00 GB","UAE"
"2020-09-26","3,673.95 GB","UKC"
"2020-09-27","8,452.21 GB","DEU"
"2020-09-27","2,476.34 GB","ESP"
"2020-09-27","49.87 GB","MIL"
"2020-09-27","11,622.88 GB","PAR"
"2020-09-27","0.00 GB","UAE"
"2020-09-27","3,673.95 GB","UKC"
"2020-09-28","8,596.39 GB","DEU"
"2020-09-28","2,476.34 GB","ESP"
"2020-09-28","49.88 GB","MIL"
"2020-09-28","11,668.57 GB","PAR"
"2020-09-28","0.00 GB","UAE"
"2020-09-28","3,678.20 GB","UKC"
"2020-09-29","8,597.48 GB","DEU"
"2020-09-29","2,476.34 GB","ESP"
