"Date","FileSize","FolderName"
"2020-09-29","49.97 GB","MIL"
"2020-09-29","11,683.78 GB","PAR"
"2020-09-29","0.00 GB","UAE"
"2020-09-29","3,680.78 GB","UKC"
"2020-09-30","8,605.59 GB","DEU"
"2020-09-30","2,476.34 GB","ESP"
"2020-09-30","50.05 GB","MIL"
"2020-09-30","11,695.78 GB","PAR"
"2020-09-30","0.00 GB","UAE"
"2020-09-30","3,680.94 GB","UKC"
"2020-10-01","8,608.13 GB","DEU"
"2020-10-01","2,476.34 GB","ESP"
"2020-10-01","50.12 GB","MIL"
"2020-10-01","11,692.17 GB","PAR"
"2020-10-01","0.00 GB","UAE"
"2020-10-01","3,681.17 GB","UKC"
"2020-10-02","8,612.59 GB","DEU"
"2020-10-02","2,476.34 GB","ESP"
"2020-10-02","50.16 GB","MIL"
"2020-10-02","11,719.08 GB","PAR"
"2020-10-02","0.00 GB","UAE"
"2020-10-02","3,682.06 GB","UKC"
"2020-10-03","8,709.96 GB","DEU"
"2020-10-03","2,476.34 GB","ESP"
"2020-10-03","50.23 GB","MIL"
"2020-10-03","11,719.84 GB","PAR"
"2020-10-03","0.00 GB","UAE"
"2020-10-03","3,683.41 GB","UKC"
"2020-10-04","8,821.06 GB","DEU"
"2020-10-04","2,476.34 GB","ESP"
"2020-10-04","50.23 GB","MIL"
"2020-10-04","11,719.88 GB","PAR"
"2020-10-04","0.00 GB","UAE"
"2020-10-04","3,683.41 GB","UKC"
"2020-10-05","8,901.79 GB","DEU"
"2020-10-05","2,476.34 GB","ESP"
"2020-10-05","50.24 GB","MIL"
"2020-10-05","11,651.46 GB","PAR"
"2020-10-05","0.00 GB","UAE"
"2020-10-05","3,681.40 GB","UKC"
"2020-10-06","9,097.70 GB","DEU"
"2020-10-06","2,476.34 GB","ESP"
"2020-10-06","50.33 GB","MIL"
"2020-10-06","11,645.39 GB","PAR"
"2020-10-06","0.00 GB","UAE"
"2020-10-06","3,684.93 GB","UKC"
"2020-10-07","8,617.26 GB","DEU"
"2020-10-07","2,476.34 GB","ESP"
"2020-10-07","50.44 GB","MIL"
"2020-10-07","11,645.73 GB","PAR"
"2020-10-07","0.00 GB","UAE"
"2020-10-07","3,686.22 GB","UKC"
"2020-10-08","9,141.58 GB","DEU"
"2020-10-08","2,476.34 GB","ESP"
"2020-10-08","50.51 GB","MIL"
"2020-10-08","11,638.35 GB","PAR"
"2020-10-08","0.00 GB","UAE"
"2020-10-08","3,686.40 GB","UKC"
"2020-10-09","9,243.31 GB","DEU"
"2020-10-09","2,476.34 GB","ESP"
"2020-10-09","50.61 GB","MIL"
"2020-10-09","11,684.75 GB","PAR"
"2020-10-09","0.00 GB","UAE"
"2020-10-09","3,687.95 GB","UKC"
"2020-10-10","9,244.49 GB","DEU"
"2020-10-10","2,476.34 GB","ESP"
"2020-10-10","50.64 GB","MIL"
"2020-10-10","11,701.71 GB","PAR"
"2020-10-10","0.00 GB","UAE"
"2020-10-10","3,683.05 GB","UKC"
"2020-10-11","9,244.50 GB","DEU"
"2020-10-11","2,476.34 GB","ESP"
"2020-10-11","50.64 GB","MIL"
"2020-10-11","11,755.59 GB","PAR"
"2020-10-11","0.00 GB","UAE"
"2020-10-11","3,683.06 GB","UKC"
"2020-10-12","9,246.74 GB","DEU"
"2020-10-12","2,476.34 GB","ESP"
"2020-10-12","50.67 GB","MIL"
"2020-10-12","11,792.58 GB","PAR"
"2020-10-12","0.00 GB","UAE"
"2020-10-12","3,610.95 GB","UKC"
"2020-10-13","9,250.95 GB","DEU"
"2020-10-13","2,476.34 GB","ESP"
"2020-10-13","50.76 GB","MIL"
"2020-10-13","11,815.67 GB","PAR"
"2020-10-13","0.00 GB","UAE"
"2020-10-13","3,596.91 GB","UKC"
"2020-10-16","9,648.10 GB","DEU"
"2020-10-16","2,476.34 GB","ESP"
"2020-10-16","51.13 GB","MIL"
"2020-10-16","11,913.15 GB","PAR"
"2020-10-16","0.00 GB","UAE"
"2020-10-16","3,585.20 GB","UKC"
"2020-10-17","9,864.40 GB","DEU"
"2020-10-17","2,476.34 GB","ESP"
"2020-10-17","51.16 GB","MIL"
"2020-10-17","11,913.45 GB","PAR"
"2020-10-17","0.00 GB","UAE"
"2020-10-17","3,585.20 GB","UKC"
"2020-10-19","10,436.92 GB","DEU"
"2020-10-19","2,476.34 GB","ESP"
"2020-10-19","51.20 GB","MIL"
"2020-10-19","11,931.48 GB","PAR"
"2020-10-19","0.00 GB","UAE"
"2020-10-19","3,609.95 GB","UKC"
"2020-10-20","10,658.84 GB","DEU"
"2020-10-20","2,476.34 GB","ESP"
"2020-10-20","51.29 GB","MIL"
"2020-10-20","11,968.24 GB","PAR"
"2020-10-20","0.00 GB","UAE"
"2020-10-20","3,610.45 GB","UKC"
"2020-10-21","10,887.89 GB","DEU"
"2020-10-21","2,476.34 GB","ESP"
"2020-10-21","51.47 GB","MIL"
"2020-10-21","11,941.29 GB","PAR"
"2020-10-21","0.00 GB","UAE"
"2020-10-21","3,604.79 GB","UKC"
"2020-10-22","11,167.38 GB","DEU"
"2020-10-22","2,476.34 GB","ESP"
"2020-10-22","51.58 GB","MIL"
"2020-10-22","11,962.67 GB","PAR"
"2020-10-22","0.00 GB","UAE"
"2020-10-22","3,595.39 GB","UKC"
"2020-10-23","11,445.25 GB","DEU"
"2020-10-23","2,476.34 GB","ESP"
"2020-10-23","51.67 GB","MIL"
"2020-10-23","11,990.32 GB","PAR"
"2020-10-23","0.00 GB","UAE"
"2020-10-23","3,595.27 GB","UKC"
"2020-10-24","11,803.89 GB","DEU"
"2020-10-24","2,476.34 GB","ESP"
"2020-10-24","51.69 GB","MIL"
"2020-10-24","11,990.35 GB","PAR"
"2020-10-24","0.00 GB","UAE"
"2020-10-24","3,595.41 GB","UKC"
"2020-10-25","12,065.33 GB","DEU"
"2020-10-25","2,476.34 GB","ESP"
"2020-10-25","51.69 GB","MIL"
"2020-10-25","11,992.01 GB","PAR"
"2020-10-25","0.00 GB","UAE"
"2020-10-25","3,595.47 GB","UKC"
"2020-10-26","12,070.41 GB","DEU"
"2020-10-26","2,476.34 GB","ESP"
"2020-10-26","51.74 GB","MIL"
"2020-10-26","12,002.19 GB","PAR"
"2020-10-26","0.00 GB","UAE"
"2020-10-26","3,554.33 GB","UKC"
"2020-10-27","12,195.45 GB","DEU"
"2020-10-27","2,476.34 GB","ESP"
"2020-10-27","51.82 GB","MIL"
"2020-10-27","12,018.24 GB","PAR"
"2020-10-27","0.00 GB","UAE"
"2020-10-27","3,554.37 GB","UKC"
"2020-10-28","12,726.02 GB","DEU"
"2020-10-28","2,476.34 GB","ESP"
"2020-10-28","51.93 GB","MIL"
"2020-10-28","12,055.13 GB","PAR"
"2020-10-28","0.00 GB","UAE"
"2020-10-28","3,521.67 GB","UKC"
"2020-10-29","13,086.79 GB","DEU"
"2020-10-29","2,476.34 GB","ESP"
"2020-10-29","52.06 GB","MIL"
"2020-10-29","12,079.17 GB","PAR"
"2020-10-29","0.00 GB","UAE"
"2020-10-29","3,496.08 GB","UKC"
"2020-10-30","13,340.09 GB","DEU"
"2020-10-30","2,346.99 GB","ESP"
"2020-10-30","52.23 GB","MIL"
"2020-10-30","12,079.74 GB","PAR"
"2020-10-30","0.00 GB","UAE"
"2020-10-30","3,496.20 GB","UKC"
"2020-10-31","13,512.68 GB","DEU"
"2020-10-31","2,352.24 GB","ESP"
"2020-10-31","52.24 GB","MIL"
"2020-10-31","12,082.42 GB","PAR"
"2020-10-31","0.00 GB","UAE"
"2020-10-31","3,496.20 GB","UKC"
"2020-11-01","13,604.21 GB","DEU"
"2020-11-01","2,399.76 GB","ESP"
"2020-11-01","52.34 GB","MIL"
"2020-11-01","12,074.35 GB","PAR"
"2020-11-01","0.00 GB","UAE"
"2020-11-01","3,497.24 GB","UKC"
"2020-11-02","13,725.29 GB","DEU"
"2020-11-02","2,491.16 GB","ESP"
"2020-11-02","52.36 GB","MIL"
"2020-11-02","12,095.58 GB","PAR"
"2020-11-02","0.00 GB","UAE"
"2020-11-02","3,499.01 GB","UKC"
"2020-11-03","13,693.43 GB","DEU"
"2020-11-03","2,544.70 GB","ESP"
"2020-11-03","52.41 GB","MIL"
"2020-11-03","12,106.81 GB","PAR"
"2020-11-03","0.00 GB","UAE"
"2020-11-03","3,498.46 GB","UKC"
"2020-11-04","13,861.50 GB","DEU"
"2020-11-04","2,605.51 GB","ESP"
"2020-11-04","52.44 GB","MIL"
"2020-11-04","12,116.85 GB","PAR"
"2020-11-04","0.00 GB","UAE"
"2020-11-04","3,479.49 GB","UKC"
"2020-11-05","14,690.78 GB","DEU"
"2020-11-05","2,661.79 GB","ESP"
"2020-11-05","52.53 GB","MIL"
"2020-11-05","12,158.97 GB","PAR"
"2020-11-05","0.00 GB","UAE"
"2020-11-05","3,458.27 GB","UKC"
"2020-11-06","15,758.23 GB","DEU"
"2020-11-06","2,685.31 GB","ESP"
"2020-11-06","52.62 GB","MIL"
"2020-11-06","12,165.35 GB","PAR"
"2020-11-06","0.00 GB","UAE"
"2020-11-06","3,367.50 GB","UKC"
"2020-11-08","16,432.86 GB","DEU"
"2020-11-08","2,685.35 GB","ESP"
"2020-11-08","52.63 GB","MIL"
"2020-11-08","12,166.03 GB","PAR"
"2020-11-08","0.00 GB","UAE"
"2020-11-08","3,367.50 GB","UKC"
"2020-11-09","16,440.22 GB","DEU"
"2020-11-09","2,685.35 GB","ESP"
"2020-11-09","53.02 GB","MIL"
"2020-11-09","12,120.82 GB","PAR"
"2020-11-09","0.00 GB","UAE"
"2020-11-09","3,366.80 GB","UKC"
"2020-11-10","16,445.14 GB","DEU"
"2020-11-10","2,685.35 GB","ESP"
"2020-11-10","53.17 GB","MIL"
"2020-11-10","12,146.16 GB","PAR"
"2020-11-10","0.00 GB","UAE"
"2020-11-10","3,366.83 GB","UKC"
"2020-11-11","16,453.82 GB","DEU"
"2020-11-11","2,685.35 GB","ESP"
"2020-11-11","53.23 GB","MIL"
"2020-11-11","12,146.25 GB","PAR"
"2020-11-11","0.00 GB","UAE"
"2020-11-11","3,361.02 GB","UKC"
"2020-11-12","16,459.42 GB","DEU"
"2020-11-12","2,685.36 GB","ESP"
"2020-11-12","53.32 GB","MIL"
"2020-11-12","12,179.43 GB","PAR"
"2020-11-12","0.00 GB","UAE"
"2020-11-12","3,294.00 GB","UKC"
"2020-11-19","16,515.23 GB","DEU"
"2020-11-19","2,740.19 GB","ESP"
"2020-11-19","53.66 GB","MIL"
"2020-11-19","12,287.22 GB","PAR"
"2020-11-19","0.00 GB","UAE"
"2020-11-19","3,231.55 GB","UKC"
"2020-11-21","16,539.66 GB","DEU"
"2020-11-21","2,743.95 GB","ESP"
"2020-11-21","53.75 GB","MIL"
"2020-11-21","12,374.46 GB","PAR"
"2020-11-21","0.00 GB","UAE"
"2020-11-21","3,219.45 GB","UKC"
"2020-11-23","16,590.98 GB","DEU"
"2020-11-23","2,744.42 GB","ESP"
"2020-11-23","53.82 GB","MIL"
"2020-11-23","12,398.77 GB","PAR"
"2020-11-23","0.00 GB","UAE"
"2020-11-23","3,215.94 GB","UKC"
"2020-11-24","16,595.96 GB","DEU"
"2020-11-24","2,744.59 GB","ESP"
"2020-11-24","53.85 GB","MIL"
"2020-11-24","12,387.40 GB","PAR"
"2020-11-24","0.00 GB","UAE"
"2020-11-24","3,216.32 GB","UKC"
"2020-11-25","16,603.63 GB","DEU"
"2020-11-25","2,745.81 GB","ESP"
"2020-11-25","53.95 GB","MIL"
"2020-11-25","12,395.02 GB","PAR"
"2020-11-25","0.00 GB","UAE"
"2020-11-25","3,216.73 GB","UKC"
"2020-11-26","16,614.96 GB","DEU"
"2020-11-26","2,746.95 GB","ESP"
"2020-11-26","54.02 GB","MIL"
"2020-11-26","12,401.39 GB","PAR"
"2020-11-26","0.00 GB","UAE"
"2020-11-26","3,185.66 GB","UKC"
"2020-11-27","16,623.63 GB","DEU"
"2020-11-27","2,748.33 GB","ESP"
"2020-11-27","54.34 GB","MIL"
"2020-11-27","12,398.15 GB","PAR"
"2020-11-27","0.00 GB","UAE"
"2020-11-27","3,187.32 GB","UKC"
"2020-11-28","16,624.00 GB","DEU"
"2020-11-28","2,748.33 GB","ESP"
"2020-11-28","54.36 GB","MIL"
"2020-11-28","12,398.27 GB","PAR"
"2020-11-28","0.00 GB","UAE"
"2020-11-28","3,187.32 GB","UKC"
"2020-11-29","16,624.28 GB","DEU"
"2020-11-29","2,748.34 GB","ESP"
"2020-11-29","54.36 GB","MIL"
"2020-11-29","12,398.76 GB","PAR"
"2020-11-29","0.00 GB","UAE"
"2020-11-29","3,187.32 GB","UKC"
"2020-11-30","16,630.77 GB","DEU"
"2020-11-30","2,750.00 GB","ESP"
"2020-11-30","54.40 GB","MIL"
"2020-11-30","12,439.33 GB","PAR"
"2020-11-30","0.00 GB","UAE"
"2020-11-30","3,179.57 GB","UKC"
"2020-12-01","16,711.87 GB","DEU"
"2020-12-01","2,751.71 GB","ESP"
"2020-12-01","54.44 GB","MIL"
"2020-12-01","12,460.30 GB","PAR"
"2020-12-01","0.00 GB","UAE"
"2020-12-01","3,180.49 GB","UKC"
"2020-12-03","16,745.53 GB","DEU"
"2020-12-03","2,756.72 GB","ESP"
"2020-12-03","54.54 GB","MIL"
"2020-12-03","12,464.08 GB","PAR"
"2020-12-03","0.00 GB","UAE"
"2020-12-03","3,177.73 GB","UKC"
"2020-12-05","16,756.48 GB","DEU"
"2020-12-05","2,758.87 GB","ESP"
"2020-12-05","54.68 GB","MIL"
"2020-12-05","12,480.43 GB","PAR"
"2020-12-05","0.00 GB","UAE"
"2020-12-05","3,179.09 GB","UKC"
"2020-12-06","16,756.59 GB","DEU"
"2020-12-06","2,758.91 GB","ESP"
"2020-12-06","54.68 GB","MIL"
"2020-12-06","12,480.68 GB","PAR"
"2020-12-06","0.00 GB","UAE"
"2020-12-06","3,179.09 GB","UKC"
"2020-12-07","16,764.81 GB","DEU"
"2020-12-07","2,760.39 GB","ESP"
"2020-12-07","54.70 GB","MIL"
"2020-12-07","12,496.31 GB","PAR"
"2020-12-07","0.00 GB","UAE"
"2020-12-07","3,181.62 GB","UKC"
"2020-12-08","16,778.69 GB","DEU"
"2020-12-08","2,761.60 GB","ESP"
"2020-12-08","54.70 GB","MIL"
"2020-12-08","12,170.25 GB","PAR"
"2020-12-08","0.00 GB","UAE"
"2020-12-08","3,184.54 GB","UKC"
"2020-12-10","16,886.69 GB","DEU"
"2020-12-10","2,767.46 GB","ESP"
"2020-12-10","54.83 GB","MIL"
"2020-12-10","11,573.55 GB","PAR"
"2020-12-10","0.00 GB","UAE"
"2020-12-10","3,185.85 GB","UKC"
"2020-12-11","16,997.63 GB","DEU"
"2020-12-11","2,768.41 GB","ESP"
"2020-12-11","54.89 GB","MIL"
"2020-12-11","11,349.43 GB","PAR"
"2020-12-11","0.00 GB","UAE"
"2020-12-11","3,186.02 GB","UKC"
"2020-12-13","17,141.01 GB","DEU"
"2020-12-13","2,768.45 GB","ESP"
"2020-12-13","54.90 GB","MIL"
"2020-12-13","11,347.89 GB","PAR"
"2020-12-13","0.00 GB","UAE"
"2020-12-13","3,186.02 GB","UKC"
"2020-12-14","17,206.43 GB","DEU"
"2020-12-14","2,775.73 GB","ESP"
"2020-12-14","54.98 GB","MIL"
"2020-12-14","10,980.00 GB","PAR"
"2020-12-14","0.00 GB","UAE"
"2020-12-14","3,202.34 GB","UKC"
"2020-12-15","17,248.63 GB","DEU"
"2020-12-15","2,778.72 GB","ESP"
"2020-12-15","55.46 GB","MIL"
"2020-12-15","10,909.14 GB","PAR"
"2020-12-15","0.00 GB","UAE"
"2020-12-15","3,202.36 GB","UKC"
"2020-12-17","17,381.88 GB","DEU"
"2020-12-17","2,780.93 GB","ESP"
"2020-12-17","55.54 GB","MIL"
"2020-12-17","10,702.54 GB","PAR"
"2020-12-17","0.00 GB","UAE"
"2020-12-17","3,202.25 GB","UKC"
"2020-12-18","17,446.07 GB","DEU"
"2020-12-18","2,781.16 GB","ESP"
"2020-12-18","55.65 GB","MIL"
"2020-12-18","10,638.96 GB","PAR"
"2020-12-18","0.00 GB","UAE"
"2020-12-18","3,202.27 GB","UKC"
"2020-12-19","17,446.61 GB","DEU"
"2020-12-19","2,781.16 GB","ESP"
"2020-12-19","55.65 GB","MIL"
"2020-12-19","10,639.00 GB","PAR"
"2020-12-19","0.00 GB","UAE"
"2020-12-19","3,202.27 GB","UKC"
"2020-12-20","17,446.97 GB","DEU"
"2020-12-20","2,781.19 GB","ESP"
"2020-12-20","55.65 GB","MIL"
"2020-12-20","10,638.84 GB","PAR"
"2020-12-20","0.00 GB","UAE"
"2020-12-20","3,204.21 GB","UKC"
"2020-12-21","17,450.69 GB","DEU"
"2020-12-21","2,782.90 GB","ESP"
"2020-12-21","55.69 GB","MIL"
"2020-12-21","10,558.63 GB","PAR"
"2020-12-21","0.00 GB","UAE"
"2020-12-21","3,185.58 GB","UKC"
"2020-12-22","17,455.37 GB","DEU"
"2020-12-22","2,783.51 GB","ESP"
"2020-12-22","55.81 GB","MIL"
"2020-12-22","10,508.14 GB","PAR"
"2020-12-22","0.00 GB","UAE"
"2020-12-22","3,184.81 GB","UKC"
"2020-12-24","17,460.29 GB","DEU"
"2020-12-24","2,783.84 GB","ESP"
"2020-12-24","55.92 GB","MIL"
"2020-12-24","10,434.04 GB","PAR"
"2020-12-24","0.00 GB","UAE"
"2020-12-24","3,191.14 GB","UKC"
"2020-12-25","17,460.32 GB","DEU"
"2020-12-25","2,783.85 GB","ESP"
"2020-12-25","55.92 GB","MIL"
"2020-12-25","10,434.04 GB","PAR"
"2020-12-25","0.00 GB","UAE"
"2020-12-25","3,191.14 GB","UKC"
"2020-12-26","17,460.32 GB","DEU"
"2020-12-26","2,783.85 GB","ESP"
"2020-12-26","55.92 GB","MIL"
"2020-12-26","10,428.85 GB","PAR"
"2020-12-26","0.00 GB","UAE"
"2020-12-26","3,191.14 GB","UKC"
"2020-12-27","17,460.32 GB","DEU"
"2020-12-27","2,783.85 GB","ESP"
"2020-12-27","55.93 GB","MIL"
"2020-12-27","10,428.85 GB","PAR"
"2020-12-27","0.00 GB","UAE"
"2020-12-27","3,191.14 GB","UKC"
"2020-12-28","17,461.67 GB","DEU"
"2020-12-28","2,784.26 GB","ESP"
"2020-12-28","55.97 GB","MIL"
"2020-12-28","10,396.36 GB","PAR"
"2020-12-28","0.00 GB","UAE"
"2020-12-28","3,191.15 GB","UKC"
"2020-12-29","17,463.03 GB","DEU"
"2020-12-29","2,785.70 GB","ESP"
"2020-12-29","56.26 GB","MIL"
"2020-12-29","10,392.49 GB","PAR"
"2020-12-29","0.00 GB","UAE"
"2020-12-29","3,191.20 GB","UKC"
"2020-12-30","17,465.07 GB","DEU"
"2020-12-30","2,786.40 GB","ESP"
"2020-12-30","56.37 GB","MIL"
"2020-12-30","10,389.00 GB","PAR"
"2020-12-30","0.00 GB","UAE"
"2020-12-30","3,191.36 GB","UKC"
"2020-12-31","17,465.09 GB","DEU"
"2020-12-31","2,786.62 GB","ESP"
"2020-12-31","56.37 GB","MIL"
"2020-12-31","10,385.10 GB","PAR"
"2020-12-31","0.00 GB","UAE"
"2020-12-31","3,191.69 GB","UKC"
"2021-01-01","17,465.09 GB","DEU"
"2021-01-01","2,786.64 GB","ESP"
"2021-01-01","56.47 GB","MIL"
"2021-01-01","10,375.32 GB","PAR"
"2021-01-01","0.00 GB","UAE"
"2021-01-01","3,191.69 GB","UKC"
"2021-01-02","17,465.20 GB","DEU"
"2021-01-02","2,786.67 GB","ESP"
"2021-01-02","56.48 GB","MIL"
"2021-01-02","10,375.32 GB","PAR"
"2021-01-02","0.00 GB","UAE"
"2021-01-02","3,192.37 GB","UKC"
"2021-01-03","17,465.42 GB","DEU"
"2021-01-03","2,786.89 GB","ESP"
"2021-01-03","56.48 GB","MIL"
"2021-01-03","10,375.38 GB","PAR"
"2021-01-03","0.00 GB","UAE"
"2021-01-03","3,192.37 GB","UKC"
"2021-01-04","17,469.75 GB","DEU"
"2021-01-04","2,787.85 GB","ESP"
"2021-01-04","56.51 GB","MIL"
"2021-01-04","10,222.99 GB","PAR"
"2021-01-04","0.00 GB","UAE"
"2021-01-04","3,198.19 GB","UKC"
"2021-01-05","17,481.52 GB","DEU"
"2021-01-05","2,788.72 GB","ESP"
"2021-01-05","56.55 GB","MIL"
"2021-01-05","10,187.51 GB","PAR"
"2021-01-05","0.00 GB","UAE"
"2021-01-05","3,194.17 GB","UKC"
"2021-01-06","17,531.15 GB","DEU"
"2021-01-06","2,788.57 GB","ESP"
"2021-01-06","56.55 GB","MIL"
"2021-01-06","9,991.36 GB","PAR"
"2021-01-06","0.00 GB","UAE"
"2021-01-06","3,194.24 GB","UKC"
"2021-01-07","17,558.76 GB","DEU"
"2021-01-07","2,788.44 GB","ESP"
"2021-01-07","56.61 GB","MIL"
"2021-01-07","9,874.98 GB","PAR"
"2021-01-07","0.00 GB","UAE"
"2021-01-07","3,197.44 GB","UKC"
"2021-01-09","17,564.27 GB","DEU"
"2021-01-09","2,790.26 GB","ESP"
"2021-01-09","56.64 GB","MIL"
"2021-01-09","9,637.41 GB","PAR"
"2021-01-09","0.00 GB","UAE"
"2021-01-09","2,958.09 GB","UKC"
"2021-01-10","17,564.27 GB","DEU"
"2021-01-10","2,790.41 GB","ESP"
"2021-01-10","56.65 GB","MIL"
"2021-01-10","9,637.30 GB","PAR"
"2021-01-10","0.00 GB","UAE"
"2021-01-10","2,958.09 GB","UKC"
"2021-01-11","17,574.49 GB","DEU"
"2021-01-11","2,791.28 GB","ESP"
"2021-01-11","56.70 GB","MIL"
"2021-01-11","9,536.03 GB","PAR"
"2021-01-11","0.00 GB","UAE"
"2021-01-11","2,973.67 GB","UKC"
"2021-01-13","17,602.59 GB","DEU"
"2021-01-13","2,795.03 GB","ESP"
"2021-01-13","56.80 GB","MIL"
"2021-01-13","9,518.22 GB","PAR"
"2021-01-13","0.00 GB","UAE"
"2021-01-13","2,959.76 GB","UKC"
"2021-01-14","17,624.23 GB","DEU"
"2021-01-14","2,808.96 GB","ESP"
"2021-01-14","56.85 GB","MIL"
"2021-01-14","9,505.94 GB","PAR"
"2021-01-14","0.00 GB","UAE"
"2021-01-14","2,959.78 GB","UKC"
"2021-01-15","17,639.66 GB","DEU"
"2021-01-15","2,811.68 GB","ESP"
"2021-01-15","56.89 GB","MIL"
"2021-01-15","9,510.37 GB","PAR"
"2021-01-15","0.00 GB","UAE"
"2021-01-15","2,957.49 GB","UKC"
"2021-01-16","17,641.85 GB","DEU"
"2021-01-16","2,811.68 GB","ESP"
"2021-01-16","56.91 GB","MIL"
"2021-01-16","9,510.37 GB","PAR"
"2021-01-16","0.00 GB","UAE"
"2021-01-16","2,957.49 GB","UKC"
"2021-01-17","17,645.50 GB","DEU"
"2021-01-17","2,811.65 GB","ESP"
"2021-01-17","56.92 GB","MIL"
"2021-01-17","9,510.37 GB","PAR"
"2021-01-17","0.00 GB","UAE"
"2021-01-17","2,961.37 GB","UKC"
"2021-01-18","17,659.41 GB","DEU"
"2021-01-18","2,816.02 GB","ESP"
"2021-01-18","57.00 GB","MIL"
"2021-01-18","9,408.01 GB","PAR"
"2021-01-18","0.00 GB","UAE"
"2021-01-18","2,978.44 GB","UKC"
"2021-01-20","17,675.76 GB","DEU"
"2021-01-20","2,819.94 GB","ESP"
"2021-01-20","57.21 GB","MIL"
"2021-01-20","9,402.59 GB","PAR"
"2021-01-20","0.00 GB","UAE"
"2021-01-20","2,956.42 GB","UKC"
"2021-01-21","17,684.04 GB","DEU"
"2021-01-21","2,822.04 GB","ESP"
"2021-01-21","57.28 GB","MIL"
"2021-01-21","9,402.60 GB","PAR"
"2021-01-21","0.00 GB","UAE"
"2021-01-21","2,963.24 GB","UKC"
"2021-01-22","17,695.91 GB","DEU"
"2021-01-22","2,825.13 GB","ESP"
"2021-01-22","57.38 GB","MIL"
"2021-01-22","9,375.02 GB","PAR"
"2021-01-22","0.00 GB","UAE"
"2021-01-22","2,964.89 GB","UKC"
"2021-01-23","17,696.02 GB","DEU"
"2021-01-23","2,825.13 GB","ESP"
"2021-01-23","57.40 GB","MIL"
"2021-01-23","9,375.02 GB","PAR"
"2021-01-23","0.00 GB","UAE"
"2021-01-23","2,964.89 GB","UKC"
"2021-01-25","17,709.99 GB","DEU"
"2021-01-25","2,827.27 GB","ESP"
"2021-01-25","57.47 GB","MIL"
"2021-01-25","9,342.58 GB","PAR"
"2021-01-25","0.00 GB","UAE"
"2021-01-25","2,957.64 GB","UKC"
"2021-01-26","17,727.56 GB","DEU"
"2021-01-26","2,827.74 GB","ESP"
"2021-01-26","57.55 GB","MIL"
"2021-01-26","9,337.81 GB","PAR"
"2021-01-26","0.00 GB","UAE"
"2021-01-26","2,958.19 GB","UKC"
"2021-01-28","17,789.58 GB","DEU"
"2021-01-28","2,829.19 GB","ESP"
"2021-01-28","57.86 GB","MIL"
"2021-01-28","9,337.81 GB","PAR"
"2021-01-28","0.00 GB","UAE"
"2021-01-28","2,958.23 GB","UKC"
"2021-01-29","17,798.85 GB","DEU"
"2021-01-29","2,829.93 GB","ESP"
"2021-01-29","58.00 GB","MIL"
"2021-01-29","9,341.87 GB","PAR"
"2021-01-29","0.00 GB","UAE"
"2021-01-29","2,962.68 GB","UKC"
"2021-01-31","17,798.90 GB","DEU"
"2021-01-31","2,830.30 GB","ESP"
"2021-01-31","58.01 GB","MIL"
"2021-01-31","9,341.87 GB","PAR"
"2021-01-31","0.00 GB","UAE"
"2021-01-31","2,962.68 GB","UKC"
"2021-02-01","17,807.01 GB","DEU"
"2021-02-01","2,831.68 GB","ESP"
"2021-02-01","58.08 GB","MIL"
"2021-02-01","9,355.53 GB","PAR"
"2021-02-01","0.00 GB","UAE"
"2021-02-01","2,963.20 GB","UKC"
"2021-02-03","17,828.46 GB","DEU"
"2021-02-03","2,834.34 GB","ESP"
"2021-02-03","58.20 GB","MIL"
"2021-02-03","9,355.61 GB","PAR"
"2021-02-03","0.00 GB","UAE"
"2021-02-03","2,969.96 GB","UKC"
"2021-02-05","17,850.41 GB","DEU"
"2021-02-05","2,839.67 GB","ESP"
"2021-02-05","58.31 GB","MIL"
"2021-02-05","9,309.68 GB","PAR"
"2021-02-05","0.00 GB","UAE"
"2021-02-05","2,964.67 GB","UKC"
"2021-02-06","17,850.70 GB","DEU"
"2021-02-06","2,839.72 GB","ESP"
"2021-02-06","58.32 GB","MIL"
"2021-02-06","9,309.68 GB","PAR"
"2021-02-06","0.00 GB","UAE"
"2021-02-06","2,964.67 GB","UKC"
"2021-02-07","17,851.45 GB","DEU"
"2021-02-07","2,839.81 GB","ESP"
"2021-02-07","58.32 GB","MIL"
"2021-02-07","9,309.68 GB","PAR"
"2021-02-07","0.00 GB","UAE"
"2021-02-07","2,964.46 GB","UKC"
"2021-02-08","17,856.98 GB","DEU"
"2021-02-08","2,840.53 GB","ESP"
"2021-02-08","58.35 GB","MIL"
"2021-02-08","9,311.58 GB","PAR"
"2021-02-08","0.00 GB","UAE"
"2021-02-08","2,959.81 GB","UKC"
"2021-02-09","17,866.07 GB","DEU"
"2021-02-09","2,842.94 GB","ESP"
"2021-02-09","58.40 GB","MIL"
"2021-02-09","9,311.62 GB","PAR"
"2021-02-09","0.00 GB","UAE"
"2021-02-09","2,959.91 GB","UKC"
"2021-02-11","17,892.21 GB","DEU"
"2021-02-11","2,841.66 GB","ESP"
"2021-02-11","58.53 GB","MIL"
"2021-02-11","9,310.58 GB","PAR"
"2021-02-11","0.00 GB","UAE"
"2021-02-11","2,954.55 GB","UKC"
"2021-02-12","18,575.97 GB","DEU"
"2021-02-12","2,841.09 GB","ESP"
"2021-02-12","58.59 GB","MIL"
