"CreatedTime","Type","UserName","VM","SrcVMHost","TgtVMHost","SrcDatastore","TgtDatastore"
"11/8/2021 3:03:19 PM","vMotion","ITOPER\EXTLAPE4","shhwsr1551","ss005975","","VA_Ind30_VPLEX3_DS_PP_SCH-ITBC-SQL-01_016",""
