"Date","FileSize","FolderName"
"2021-04-26","20,197.05 GB","DEU"
"2021-04-26","2,949.13 GB","ESP"
"2021-04-26","69.03 GB","MIL"
"2021-04-26","9,847.16 GB","PAR"
"2021-04-26","4,345.96 GB","UAE"
"2021-04-26","3,017.28 GB","UKC"
