#TYPE Selected.System.Management.Automation.PSCustomObject
"PSComputerName","ObjectClass","Name"
"SHHWSR0623","Group","GLOBAL\Domain Admins"
"SHHWSR0623","User","GLOBAL\intshhinfoscrlogin"
"SHHWSR0623","User","GLOBAL\retired289433"
"SHHWSR0623","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0623","Group","GLOBAL\SHH_RES_SY_SHHWSR0623_ADMIN"
"SHHWSR0623","Group","GLOBAL\SHH_USR_ADM-MISSIONSCREEN"
"SHHWSR0623","User","SHHWSR0623\Administrator"
"SHHWSR0623","User","SHHWSR0623\Viewer"
"shhwsr0624","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0624","Group","GLOBAL\Domain Admins"
"shhwsr0624","User","GLOBAL\intshhinfoscrlogin"
"shhwsr0624","User","GLOBAL\retired289433"
"shhwsr0624","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0624","Group","GLOBAL\SHH_RES_SY_SHHWSR0624_ADMIN"
"shhwsr0624","User","SHHWSR0624\Administrator"
"shhwsr0624","User","SHHWSR0624\Viewer"
"SHHWSR0625","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0625","Group","GLOBAL\Domain Admins"
"SHHWSR0625","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0625","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"SHHWSR0625","Group","GLOBAL\SHH_RES_SY_SHHWSR0625_ADMIN"
"SHHWSR0625","User","SHHWSR0625\Administrator"
"SHHWSR0625","User","SHHWSR0625\Viewer"
"SHHWSR0633","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0633","Group","GLOBAL\Domain Admins"
"SHHWSR0633","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0633","Group","GLOBAL\SHH_RES_SY_SERVER_PRINTER-ADMIN"
"SHHWSR0633","Group","GLOBAL\SHH_RES_SY_SHHWSR0633_ADMIN"
"SHHWSR0633","User","SHHWSR0633\Administrator"
"SHHWSR0633","User","SHHWSR0633\Viewer"
"SHHWSR0635","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0635","Group","GLOBAL\Domain Admins"
"SHHWSR0635","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0635","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"SHHWSR0635","Group","GLOBAL\SHH_RES_SY_SHHWSR0635_ADMIN"
"SHHWSR0635","User","SHHWSR0635\Administrator"
"SHHWSR0635","User","SHHWSR0635\Viewer"
"SHHWSR0636","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0636","Group","GLOBAL\Domain Admins"
"SHHWSR0636","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0636","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"SHHWSR0636","Group","GLOBAL\SHH_RES_SY_SHHWSR0636_ADMIN"
"SHHWSR0636","User","SHHWSR0636\Administrator"
"SHHWSR0636","User","SHHWSR0636\Viewer"
"SHHWSR0637","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0637","Group","GLOBAL\Domain Admins"
"SHHWSR0637","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0637","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"SHHWSR0637","Group","GLOBAL\SHH_RES_SY_SHHWSR0637_ADMIN"
"SHHWSR0637","User","SHHWSR0637\Administrator"
"SHHWSR0637","User","SHHWSR0637\Viewer"
"SHHWSR0638","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0638","Group","GLOBAL\Domain Admins"
"SHHWSR0638","User","GLOBAL\retired227599"
"SHHWSR0638","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0638","Group","GLOBAL\SHH_RES_SY_SHHWSR0638_ADMIN"
"SHHWSR0638","User","SHHWSR0638\Administrator"
"SHHWSR0638","User","SHHWSR0638\Viewer"
"shhwsr0639","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0639","User","GLOBAL\admwechslpa"
"shhwsr0639","Group","GLOBAL\Domain Admins"
"shhwsr0639","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0639","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"shhwsr0639","Group","GLOBAL\SHH_RES_SY_SHHWSR0639_ADMIN"
"shhwsr0639","User","SHHWSR0639\Administrator"
"shhwsr0639","User","SHHWSR0639\tempuser"
"shhwsr0639","User","SHHWSR0639\Viewer"
"SHHWSR0650","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0650","Group","GLOBAL\Domain Admins"
"SHHWSR0650","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0650","Group","GLOBAL\SHH_RES_SY_SHHWSR0650_ADMIN"
"SHHWSR0650","User","SHHWSR0650\Administrator"
"SHHWSR0650","User","SHHWSR0650\Viewer"
"shhwsr0651","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0651","User","GLOBAL\admcelinaar"
"shhwsr0651","User","GLOBAL\admcervelad"
"shhwsr0651","User","GLOBAL\admchamarsi"
"shhwsr0651","User","GLOBAL\admjahiridr"
"shhwsr0651","User","GLOBAL\admtrofimol"
"shhwsr0651","User","GLOBAL\costiuda"
"shhwsr0651","Group","GLOBAL\Domain Admins"
"shhwsr0651","User","GLOBAL\retired190767"
"shhwsr0651","User","GLOBAL\retired286337"
"shhwsr0651","User","GLOBAL\retired299537"
"shhwsr0651","User","GLOBAL\retired371389"
"shhwsr0651","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0651","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"shhwsr0651","Group","GLOBAL\SHH_RES_SY_SHHWSR0651_ADMIN"
"shhwsr0651","User","GLOBAL\svcsdbiissdbabq"
"shhwsr0651","User","GLOBAL\svcsdbspspdtapp"
"shhwsr0651","User","GLOBAL\svcsdbsqlpdtfarm"
"shhwsr0651","User","SHHWSR0651\Administrator"
"shhwsr0651","User","SHHWSR0651\Viewer"
"shhwsr0652","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0652","User","GLOBAL\admtrofimol"
"shhwsr0652","Group","GLOBAL\Domain Admins"
"shhwsr0652","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0652","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"shhwsr0652","Group","GLOBAL\SHH_RES_SY_SHHWSR0652_ADMIN"
"shhwsr0652","User","GLOBAL\svcsdbspspdtapp"
"shhwsr0652","User","GLOBAL\svcsdbsqlpdtfarm"
"shhwsr0652","User","SHHWSR0652\Administrator"
"shhwsr0652","User","SHHWSR0652\Viewer"
"SHHWSR0653","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0653","User","GLOBAL\admtrofimol"
"SHHWSR0653","Group","GLOBAL\Domain Admins"
"SHHWSR0653","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0653","Group","GLOBAL\SHH_RES_SY_SHHWSR0653_ADMIN"
"SHHWSR0653","User","GLOBAL\svcsdbsqlpdtfarm"
"SHHWSR0653","User","GLOBAL\svcsdbsqlserverpdsf"
"SHHWSR0653","User","SHHWSR0653\Administrator"
"SHHWSR0653","User","SHHWSR0653\Viewer"
"shhwsr0654","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0654","User","GLOBAL\admtrofimol"
"shhwsr0654","Group","GLOBAL\Domain Admins"
"shhwsr0654","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0654","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"shhwsr0654","Group","GLOBAL\SHH_RES_SY_SHHWSR0654_ADMIN"
"shhwsr0654","User","GLOBAL\svcsdbsqlpdtfarm"
"shhwsr0654","User","GLOBAL\svcsdbsqlserverpdsf"
"shhwsr0654","User","SHHWSR0654\Administrator"
"shhwsr0654","User","SHHWSR0654\Viewer"
"SHHWSR0655","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0655","Group","GLOBAL\Domain Admins"
"SHHWSR0655","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0655","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"SHHWSR0655","Group","GLOBAL\SHH_RES_SY_SHHWSR0655_ADMIN"
"SHHWSR0655","User","SHHWSR0655\Administrator"
"SHHWSR0655","User","SHHWSR0655\Viewer"
"SHHWSR0656","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0656","User","GLOBAL\admtrofimol"
"SHHWSR0656","Group","GLOBAL\Domain Admins"
"SHHWSR0656","User","GLOBAL\retired190767"
"SHHWSR0656","User","GLOBAL\retired231421"
"SHHWSR0656","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0656","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"SHHWSR0656","Group","GLOBAL\SHH_RES_SY_SHHWSR0656_ADMIN"
"SHHWSR0656","User","GLOBAL\svcsdbspspdtsql"
"SHHWSR0656","User","SHHWSR0656\Administrator"
"SHHWSR0656","User","SHHWSR0656\Viewer"
"SHHWSR0657","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0657","Group","GLOBAL\Domain Admins"
"SHHWSR0657","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0657","Group","GLOBAL\SHH_RES_SY_SHHWSR0657_ADMIN"
"SHHWSR0657","Group","GLOBAL\SHH_ROL_SCOM-ADMINISTRATORS"
"SHHWSR0657","User","GLOBAL\svcshhscommg01itsmp"
"SHHWSR0657","User","SHHWSR0657\Administrator"
"SHHWSR0657","User","SHHWSR0657\Viewer"
"SHHWSR0658","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0658","Group","GLOBAL\Domain Admins"
"SHHWSR0658","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0658","Group","GLOBAL\SHH_RES_SY_SHHWSR0658_ADMIN"
"SHHWSR0658","Group","GLOBAL\SHH_ROL_SCOM-ADMINISTRATORS"
"SHHWSR0658","User","SHHWSR0658\Administrator"
"SHHWSR0658","User","SHHWSR0658\Viewer"
"shhwsr0662","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0662","Group","GLOBAL\Domain Admins"
"shhwsr0662","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0662","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"shhwsr0662","Group","GLOBAL\SHH_RES_SY_SHHWSR0662_ADMIN"
"shhwsr0662","User","GLOBAL\svcshhcamosdbreplq"
"shhwsr0662","User","SHHWSR0662\Administrator"
"shhwsr0662","User","SHHWSR0662\Viewer"
"shhwsr0663","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0663","Group","GLOBAL\Domain Admins"
"shhwsr0663","Group","GLOBAL\SHH_RES_SY_SERVER_ABTS-ADMIN"
"shhwsr0663","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0663","Group","GLOBAL\SHH_RES_SY_SHHWSR0663_ADMIN"
"shhwsr0663","User","GLOBAL\svcshhcamosschedsrvq"
"shhwsr0663","User","SHHWSR0663\Administrator"
"shhwsr0663","User","SHHWSR0663\Viewer"
"shhwsr0664","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0664","Group","GLOBAL\Domain Admins"
"shhwsr0664","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0664","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"shhwsr0664","Group","GLOBAL\SHH_RES_SY_SHHWSR0664_ADMIN"
"shhwsr0664","User","SHHWSR0664\Administrator"
"shhwsr0664","User","SHHWSR0664\Viewer"
"shhwsr0665","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0665","Group","GLOBAL\Domain Admins"
"shhwsr0665","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0665","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"shhwsr0665","Group","GLOBAL\SHH_RES_SY_SHHWSR0665_ADMIN"
"shhwsr0665","User","SHHWSR0665\Administrator"
"shhwsr0665","User","SHHWSR0665\Viewer"
"shhwsr0666","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0666","User","GLOBAL\admrohlanlu"
"shhwsr0666","Group","GLOBAL\Domain Admins"
"shhwsr0666","Group","GLOBAL\SHH_RES_SY_SERVER_ABTS-ADMIN"
"shhwsr0666","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0666","Group","GLOBAL\SHH_RES_SY_SHHWSR0666_ADMIN"
"shhwsr0666","User","GLOBAL\svcshhcamosschedsrvq"
"shhwsr0666","User","SHHWSR0666\Administrator"
"shhwsr0666","User","SHHWSR0666\S_YAC_CAMOS"
"shhwsr0666","User","SHHWSR0666\Viewer"
"shhwsr0667","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0667","Group","GLOBAL\Domain Admins"
"shhwsr0667","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0667","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"shhwsr0667","Group","GLOBAL\SHH_RES_SY_SHHWSR0667_ADMIN"
"shhwsr0667","User","GLOBAL\svcshhcamosschedsrvq"
"shhwsr0667","User","SHHWSR0667\Administrator"
"shhwsr0667","User","SHHWSR0667\Viewer"
"shhwsr0673","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0673","Group","GLOBAL\Domain Admins"
"shhwsr0673","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0673","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"shhwsr0673","Group","GLOBAL\SHH_RES_SY_SHHWSR0673_ADMIN"
"shhwsr0673","User","SHHWSR0673\Administrator"
"shhwsr0673","User","SHHWSR0673\Viewer"
"shhwsr0674","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0674","Group","GLOBAL\Domain Admins"
"shhwsr0674","Group","GLOBAL\SHH_RES_SY_SERVER_ABTS-ADMIN"
"shhwsr0674","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0674","Group","GLOBAL\SHH_RES_SY_SHHWSR0674_ADMIN"
"shhwsr0674","User","GLOBAL\svcshhcamosschedsbox"
"shhwsr0674","User","SHHWSR0674\Administrator"
"shhwsr0674","User","SHHWSR0674\Viewer"
"shhwsr0675","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0675","Group","GLOBAL\Domain Admins"
"shhwsr0675","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0675","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"shhwsr0675","Group","GLOBAL\SHH_RES_SY_SHHWSR0675_ADMIN"
"shhwsr0675","User","SHHWSR0675\Administrator"
"shhwsr0675","User","SHHWSR0675\Viewer"
"shhwsr0677","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0677","Group","GLOBAL\Domain Admins"
"shhwsr0677","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0677","Group","GLOBAL\SHH_RES_SY_SERVER_PRINTER-ADMIN"
"shhwsr0677","Group","GLOBAL\SHH_RES_SY_SHHWSR0677_ADMIN"
"shhwsr0677","User","SHHWSR0677\Administrator"
"shhwsr0677","User","SHHWSR0677\Viewer"
"SHHWSR0679","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0679","User","GLOBAL\admhoeflma"
"SHHWSR0679","Group","GLOBAL\Domain Admins"
"SHHWSR0679","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0679","Group","GLOBAL\SHH_RES_SY_SERVER_SCOM-ADMIN"
"SHHWSR0679","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"SHHWSR0679","Group","GLOBAL\SHH_RES_SY_SHHWSR0679_ADMIN"
"SHHWSR0679","User","SHHWSR0679\Administrator"
"SHHWSR0679","User","SHHWSR0679\Viewer"
"shhwsr0680","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0680","Group","GLOBAL\Domain Admins"
"shhwsr0680","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0680","Group","GLOBAL\SHH_RES_SY_SHHWSR0680_ADMIN"
"shhwsr0680","User","SHHWSR0680\Administrator"
"shhwsr0680","User","SHHWSR0680\Viewer"
"shhwsr0681","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0681","Group","GLOBAL\Domain Admins"
"shhwsr0681","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0681","Group","GLOBAL\SHH_RES_SY_SERVER_EASY-ADMIN"
"shhwsr0681","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"shhwsr0681","Group","GLOBAL\SHH_RES_SY_SHHWSR0681_ADMIN"
"shhwsr0681","User","SHHWSR0681\Administrator"
"shhwsr0681","User","SHHWSR0681\Viewer"
"shhwsr0682","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0682","User","GLOBAL\admkubilain"
"shhwsr0682","User","GLOBAL\admtrofimol"
"shhwsr0682","Group","GLOBAL\Domain Admins"
"shhwsr0682","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0682","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"shhwsr0682","Group","GLOBAL\SHH_RES_SY_SHHWSR0682_ADMIN"
"shhwsr0682","User","SHHWSR0682\Administrator"
"shhwsr0682","User","SHHWSR0682\Viewer"
"SHHWSR0683","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0683","Group","GLOBAL\Domain Admins"
"SHHWSR0683","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0683","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"SHHWSR0683","Group","GLOBAL\SHH_RES_SY_SHHWSR0683_ADMIN"
"SHHWSR0683","User","SHHWSR0683\Administrator"
"SHHWSR0683","User","SHHWSR0683\Viewer"
"shhwsr0684","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0684","Group","GLOBAL\Domain Admins"
"shhwsr0684","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0684","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"shhwsr0684","Group","GLOBAL\SHH_RES_SY_SHHWSR0684_ADMIN"
"shhwsr0684","User","SHHWSR0684\Administrator"
"shhwsr0684","User","SHHWSR0684\Viewer"
"SHHWSR0685","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0685","Group","GLOBAL\Domain Admins"
"SHHWSR0685","Group","GLOBAL\SHH_RES_AP_ADLDS_GPOADMIN-ADMIN"
"SHHWSR0685","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0685","Group","GLOBAL\SHH_RES_SY_SHHWSR0685_ADMIN"
"SHHWSR0685","User","SHHWSR0685\Administrator"
"SHHWSR0685","User","SHHWSR0685\Viewer"
"shhwsr0686","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0686","Group","GLOBAL\Domain Admins"
"shhwsr0686","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0686","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"shhwsr0686","Group","GLOBAL\SHH_RES_SY_SHHWSR0686_ADMIN"
"shhwsr0686","User","SHHWSR0686\Administrator"
"shhwsr0686","User","SHHWSR0686\Viewer"
"SHHWSR0687","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0687","Group","GLOBAL\Domain Admins"
"SHHWSR0687","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0687","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"SHHWSR0687","Group","GLOBAL\SHH_RES_SY_SHHWSR0687_ADMIN"
"SHHWSR0687","User","SHHWSR0687\Administrator"
"SHHWSR0687","User","SHHWSR0687\Viewer"
"SHHWSR0688","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0688","Group","GLOBAL\Domain Admins"
"SHHWSR0688","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0688","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"SHHWSR0688","Group","GLOBAL\SHH_RES_SY_SHHWSR0688_ADMIN"
"SHHWSR0688","User","SHHWSR0688\Administrator"
"SHHWSR0688","User","SHHWSR0688\Viewer"
"SHHWSR0689","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0689","User","GLOBAL\admkubilain"
"SHHWSR0689","Group","GLOBAL\Domain Admins"
"SHHWSR0689","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0689","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"SHHWSR0689","Group","GLOBAL\SHH_RES_SY_SHHWSR0689_ADMIN"
"SHHWSR0689","User","GLOBAL\svcsdbspspdtsqlp"
"SHHWSR0689","User","SHHWSR0689\Administrator"
"SHHWSR0689","User","SHHWSR0689\Viewer"
"SHHWSR0690","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0690","User","GLOBAL\admchamarsi"
"SHHWSR0690","User","GLOBAL\admkubilain"
"SHHWSR0690","User","GLOBAL\admtrofimol"
"SHHWSR0690","Group","GLOBAL\Domain Admins"
"SHHWSR0690","User","GLOBAL\retired342274"
"SHHWSR0690","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0690","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"SHHWSR0690","Group","GLOBAL\SHH_RES_SY_SHHWSR0690_ADMIN"
"SHHWSR0690","User","GLOBAL\svcsdbsqlpdtfarmp"
"SHHWSR0690","User","GLOBAL\svcsdbsqlserverpdsfp"
"SHHWSR0690","User","SHHWSR0690\Administrator"
"SHHWSR0690","User","SHHWSR0690\Viewer"
"SHHWSR0691","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0691","User","GLOBAL\admcelinaar"
"SHHWSR0691","User","GLOBAL\admcervelad"
"SHHWSR0691","User","GLOBAL\admchamarsi"
"SHHWSR0691","User","GLOBAL\admjahiridr"
"SHHWSR0691","User","GLOBAL\admkubilain"
"SHHWSR0691","User","GLOBAL\admtrofimol"
"SHHWSR0691","Group","GLOBAL\Domain Admins"
"SHHWSR0691","User","GLOBAL\retired299537"
"SHHWSR0691","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0691","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"SHHWSR0691","Group","GLOBAL\SHH_RES_SY_SHHWSR0691_ADMIN"
"SHHWSR0691","User","GLOBAL\svcsdbiissdbdabp"
"SHHWSR0691","User","GLOBAL\svcsdbsqlpdtfarmp"
"SHHWSR0691","User","GLOBAL\svcsdbsqlserverpdsfp"
"SHHWSR0691","User","SHHWSR0691\Administrator"
"SHHWSR0691","User","SHHWSR0691\Viewer"
"SHHWSR0692","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0692","User","GLOBAL\admchamarsi"
"SHHWSR0692","User","GLOBAL\admkubilain"
"SHHWSR0692","User","GLOBAL\admtrofimol"
"SHHWSR0692","Group","GLOBAL\Domain Admins"
"SHHWSR0692","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0692","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"SHHWSR0692","Group","GLOBAL\SHH_RES_SY_SHHWSR0692_ADMIN"
"SHHWSR0692","User","GLOBAL\svcsdbsqlpdtfarmp"
"SHHWSR0692","User","SHHWSR0692\Administrator"
"SHHWSR0692","User","SHHWSR0692\Viewer"
"SHHWSR0693","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0693","User","GLOBAL\admchamarsi"
"SHHWSR0693","User","GLOBAL\admkubilain"
"SHHWSR0693","User","GLOBAL\admtrofimol"
"SHHWSR0693","Group","GLOBAL\Domain Admins"
"SHHWSR0693","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0693","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"SHHWSR0693","Group","GLOBAL\SHH_RES_SY_SHHWSR0693_ADMIN"
"SHHWSR0693","User","GLOBAL\svcsdbsqlpdtfarmp"
"SHHWSR0693","User","SHHWSR0693\Administrator"
"SHHWSR0693","User","SHHWSR0693\Viewer"
"SHHWSR0702","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0702","Group","GLOBAL\Domain Admins"
"SHHWSR0702","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0702","Group","GLOBAL\SHH_RES_SY_SHHWSR0702_ADMIN"
"SHHWSR0702","Group","GLOBAL\SHH_ROL_DEFENDERADMINS"
"SHHWSR0702","User","SHHWSR0702\Administrator"
"SHHWSR0702","User","SHHWSR0702\Viewer"
"SHHWSR0703","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"SHHWSR0703","Group","GLOBAL\Domain Admins"
"SHHWSR0703","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"SHHWSR0703","Group","GLOBAL\SHH_RES_SY_SHHWSR0703_ADMIN"
"SHHWSR0703","User","SHHWSR0703\Administrator"
"SHHWSR0703","User","SHHWSR0703\Viewer"
"shhwsr0704","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0704","Group","GLOBAL\Domain Admins"
"shhwsr0704","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0704","Group","GLOBAL\SHH_RES_SY_SHHWSR0704_ADMIN"
"shhwsr0704","User","SHHWSR0704\Administrator"
"shhwsr0704","User","SHHWSR0704\Viewer"
"shhwsr0705","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0705","Group","GLOBAL\Domain Admins"
"shhwsr0705","Group","GLOBAL\SHH_RES_SY_SERVER_ABTS-ADMIN"
"shhwsr0705","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0705","Group","GLOBAL\SHH_RES_SY_SHHWSR0705_ADMIN"
"shhwsr0705","User","GLOBAL\svcshhnbsqlbak"
"shhwsr0705","User","SHHWSR0705\Administrator"
"shhwsr0705","User","SHHWSR0705\Viewer"
"shhwsr0706","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"shhwsr0706","Group","GLOBAL\Domain Admins"
"shhwsr0706","Group","GLOBAL\SHH_RES_SY_SERVER_ABTS-ADMIN"
"shhwsr0706","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"shhwsr0706","Group","GLOBAL\SHH_RES_SY_SHHWSR0706_ADMIN"
"shhwsr0706","User","GLOBAL\svcshhnbsqlbak"
"shhwsr0706","User","SHHWSR0706\Administrator"
"shhwsr0706","User","SHHWSR0706\Viewer"
