#TYPE Selected.System.Management.Automation.PSCustomObject
"PSComputerName","ObjectClass","Name"
"ASMWSR0101","User","ASMWSR0101\Administrator"
"ASMWSR0101","User","ASMWSR0101\Bvckup 2 Service"
"ASMWSR0101","Group","GLOBAL\ASM_RES_SY_ASMWSR0003_ADMIN"
"ASMWSR0101","Group","GLOBAL\ASM_RES_SY_SERVER_ADMIN"
"ASMWSR0101","Group","GLOBAL\ATH_RES_SY_SERVER_ADMIN"
"ASMWSR0101","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"ASMWSR0101","Group","GLOBAL\Domain Admins"
"ASMWSR0101","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ASZWSR0025","User","ASZWSR0025\Administrator"
"ASZWSR0025","User","ASZWSR0025\Viewer"
"ASZWSR0025","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"ASZWSR0025","Group","GLOBAL\ASZ_RES_SY_ASZWSR0025_ADMIN"
"ASZWSR0025","Group","GLOBAL\ASZ_RES_SY_SERVER_ADMIN"
"ASZWSR0025","Group","GLOBAL\Domain Admins"
"ASZWSR0025","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ASZWSR0025","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"ASZWSR0026","User","ASZWSR0026\Administrator"
"ASZWSR0026","User","ASZWSR0026\Viewer"
"ASZWSR0026","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"ASZWSR0026","Group","GLOBAL\ASZ_RES_SY_ASZWSR0026_ADMIN"
"ASZWSR0026","Group","GLOBAL\ASZ_RES_SY_SERVER_ADMIN"
"ASZWSR0026","Group","GLOBAL\Domain Admins"
"ASZWSR0026","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ASZWSR0026","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"ATHWSR0003","User","ATHWSR0003\Administrator"
"ATHWSR0003","Group","GLOBAL\002_RES_SY_SERVER_ADMIN"
"ATHWSR0003","Group","GLOBAL\ATH_RES_SY_ATHWSR0003_ADMIN"
"ATHWSR0003","Group","GLOBAL\ATH_RES_SY_SERVER_ADMIN"
"ATHWSR0003","Group","GLOBAL\Domain Admins"
"ATHWSR0003","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ATHWSR0003","Group","GLOBAL\SHH_RES_SY_SERVER_LANDESK-DEPOT-ADMIN"
"ATHWSR0005","User","ATHWSR0005\Administrator"
"ATHWSR0005","User","GLOBAL\admcoiceadr"
"ATHWSR0005","Group","GLOBAL\ATH_RES_SY_ATHWSR0005_ADMIN"
"ATHWSR0005","Group","GLOBAL\ATH_RES_SY_SERVER_ADMIN"
"ATHWSR0005","Group","GLOBAL\Domain Admins"
"ATHWSR0005","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ATHWSR0005","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"AUSWSR0001","User","AUSWSR0001\Administrator"
"AUSWSR0001","Group","GLOBAL\AUS_RES_SY_AUSWSR0001_ADMIN"
"AUSWSR0001","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0001","Group","GLOBAL\AUS_USR_IT"
"AUSWSR0001","Group","GLOBAL\Domain Admins"
"AUSWSR0001","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0002","User","AUSWSR0002\Administrator"
"AUSWSR0002","User","GLOBAL\admgouwsu"
"AUSWSR0002","Group","GLOBAL\AUS_RES_SY_AUSWSR0002_ADMIN"
"AUSWSR0002","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0002","Group","GLOBAL\AUS_USR_IT"
"AUSWSR0002","Group","GLOBAL\Domain Admins"
"AUSWSR0002","User","GLOBAL\exchanta"
"AUSWSR0002","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0002","User","GLOBAL\svcausarcsbak"
"AUSWSR0007","User","AUSWSR0007\Administrator"
"AUSWSR0007","User","GLOBAL\admexchanta"
"AUSWSR0007","Group","GLOBAL\AUS_RES_SY_AUSWSR0007_ADMIN"
"AUSWSR0007","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0007","Group","GLOBAL\AUS_USR_IT"
"AUSWSR0007","Group","GLOBAL\Domain Admins"
"AUSWSR0007","User","GLOBAL\exchanta"
"AUSWSR0007","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0008","User","AUSWSR0008\Administrator"
"AUSWSR0008","Group","GLOBAL\AUS_RES_SY_AUSWSR0008_ADMIN"
"AUSWSR0008","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0008","Group","GLOBAL\Domain Admins"
"AUSWSR0008","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0008","User","GLOBAL\svcausarcsbak"
"AUSWSR0009","User","AUSWSR0009\Administrator"
"AUSWSR0009","Group","GLOBAL\AUS_RES_SY_AUSWSR0009_ADMIN"
"AUSWSR0009","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0009","Group","GLOBAL\AUS_USR_SFTP"
"AUSWSR0009","User","GLOBAL\AUSWSR0007$"
"AUSWSR0009","User","GLOBAL\AUSWSR0008$"
"AUSWSR0009","User","GLOBAL\AUSWSR0009$"
"AUSWSR0009","Group","GLOBAL\Domain Admins"
"AUSWSR0009","User","GLOBAL\exchanta"
"AUSWSR0009","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0009","User","GLOBAL\svcaussappispm2"
"AUSWSR0009","User","GLOBAL\svcaussftpsftp"
"AUSWSR0013","User","AUSWSR0013\Administrator"
"AUSWSR0013","User","GLOBAL\admexchanta"
"AUSWSR0013","User","GLOBAL\admgouwsu"
"AUSWSR0013","Group","GLOBAL\AUS_RES_SY_AUSWSR0013_ADMIN"
"AUSWSR0013","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0013","Group","GLOBAL\AUS_USR_IT"
"AUSWSR0013","Group","GLOBAL\Domain Admins"
"AUSWSR0013","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0013","User","GLOBAL\svcausarcsbak"
"AUSWSR0014","User","AUSWSR0014\Administrator"
"AUSWSR0014","Group","GLOBAL\AUS_RES_SY_AUSWSR0014_ADMIN"
"AUSWSR0014","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0014","Group","GLOBAL\AUS_USR_IT"
"AUSWSR0014","Group","GLOBAL\Domain Admins"
"AUSWSR0014","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0014","User","GLOBAL\svcausarcsbak"
"AUSWSR0015","User","AUSWSR0015\Administrator"
"AUSWSR0015","User","GLOBAL\admdecastwi"
"AUSWSR0015","User","GLOBAL\admgouwsu"
"AUSWSR0015","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0015","Group","GLOBAL\Domain Admins"
"AUSWSR0015","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0015","User","GLOBAL\svcausarcsbak"
"AUSWSR0016","User","AUSWSR0016\Administrator"
"AUSWSR0016","User","GLOBAL\admgouwsu"
"AUSWSR0016","Group","GLOBAL\AUS_RES_SY_AUSWSR0016_ADMIN"
"AUSWSR0016","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0016","Group","GLOBAL\AUS_USR_IT"
"AUSWSR0016","Group","GLOBAL\Domain Admins"
"AUSWSR0016","User","GLOBAL\exchanta"
"AUSWSR0016","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0016","User","GLOBAL\svcausarcsbak"
"AUSWSR0018","User","AUSWSR0018\Administrator"
"AUSWSR0018","User","GLOBAL\admgouwsu"
"AUSWSR0018","Group","GLOBAL\AUS_RES_SY_AUSWSR0018_ADMIN"
"AUSWSR0018","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0018","Group","GLOBAL\Domain Admins"
"AUSWSR0018","User","GLOBAL\gouwsu"
"AUSWSR0018","User","GLOBAL\intausysoftysoft"
"AUSWSR0018","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0018","User","GLOBAL\svcausscansmb"
"AUSWSR0019","User","AUSWSR0019\Administrator"
"AUSWSR0019","Group","GLOBAL\AUS_RES_SY_AUSWSR0019_ADMIN"
"AUSWSR0019","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0019","Group","GLOBAL\Domain Admins"
"AUSWSR0019","User","GLOBAL\intausysoftysoft"
"AUSWSR0019","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"AUSWSR0020","User","AUSWSR0020\Administrator"
"AUSWSR0020","Group","GLOBAL\AUS_RES_SY_AUSWSR0020_ADMIN"
"AUSWSR0020","Group","GLOBAL\AUS_RES_SY_SERVER_ADMIN"
"AUSWSR0020","Group","GLOBAL\Domain Admins"
"AUSWSR0020","User","GLOBAL\intausysoftysoft"
"AUSWSR0020","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BAHWSR0102","User","BAHWSR0102\Administrator"
"BAHWSR0102","User","GLOBAL\admalshasab"
"BAHWSR0102","Group","GLOBAL\BAH_RES_SY_BAHWSR0102_ADMIN"
"BAHWSR0102","Group","GLOBAL\BAH_RES_SY_SERVER_ADMIN"
"BAHWSR0102","Group","GLOBAL\Domain Admins"
"BAHWSR0102","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BAHWSR0102","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"BOGWSR0012","User","BOGWSR0012\Administrator"
"BOGWSR0012","Group","GLOBAL\BOG_RES_SY_BOGWSR0012_ADMIN"
"BOGWSR0012","Group","GLOBAL\BOG_RES_SY_SERVER_ADMIN"
"BOGWSR0012","Group","GLOBAL\Domain Admins"
"BOGWSR0012","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BOGWSR0016","User","BOGWSR0016\Administrator"
"BOGWSR0016","Group","GLOBAL\BOG_RES_SY_BOGWSR0016_ADMIN"
"BOGWSR0016","Group","GLOBAL\BOG_RES_SY_SERVER_ADMIN"
"BOGWSR0016","Group","GLOBAL\Domain Admins"
"BOGWSR0016","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BOGWSR0018","User","BOGWSR0018\Administrator"
"BOGWSR0018","Group","GLOBAL\BOG_RES_SY_BOGWSR0018_ADMIN"
"BOGWSR0018","Group","GLOBAL\BOG_RES_SY_SERVER_ADMIN"
"BOGWSR0018","Group","GLOBAL\Domain Admins"
"BOGWSR0018","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BOGWSR0019","User","BOGWSR0019\Administrator"
"BOGWSR0019","Group","GLOBAL\BOG_RES_SY_BOGWSR0019_ADMIN"
"BOGWSR0019","Group","GLOBAL\BOG_RES_SY_SERVER_ADMIN"
"BOGWSR0019","Group","GLOBAL\Domain Admins"
"BOGWSR0019","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BOGWSR0020","User","BOGWSR0020\Administrator"
"BOGWSR0020","Group","GLOBAL\BOG_RES_SY_BOGWSR0020_ADMIN"
"BOGWSR0020","Group","GLOBAL\BOG_RES_SY_SERVER_ADMIN"
"BOGWSR0020","Group","GLOBAL\Domain Admins"
"BOGWSR0020","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BOGWSR0021","User","BOGWSR0021\Administrator"
"BOGWSR0021","Group","GLOBAL\BOG_RES_SY_BOGWSR0021_ADMIN"
"BOGWSR0021","Group","GLOBAL\BOG_RES_SY_SERVER_ADMIN"
"BOGWSR0021","Group","GLOBAL\Domain Admins"
"BOGWSR0021","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRAWSR0004","User","BRAWSR0004\Administrator"
"BRAWSR0004","Group","GLOBAL\BRA_RES_SY_SERVER_ADMIN"
"BRAWSR0004","Group","GLOBAL\Domain Admins"
"BRAWSR0004","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRAWSR0004","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"BRUWSR0014","User","BRUWSR0014\Administrator"
"BRUWSR0014","User","BRUWSR0014\admsrv"
"BRUWSR0014","Group","GLOBAL\BRU_RES_SY_BRUWSR0014_ADMIN"
"BRUWSR0014","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR0014","Group","GLOBAL\Domain Admins"
"BRUWSR0014","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRUWSR0210","User","BRUWSR0210\Administrator"
"BRUWSR0210","User","BRUWSR0210\admsrv"
"BRUWSR0210","Group","GLOBAL\BRU_RES_SY_BRUWSR0210_ADMIN"
"BRUWSR0210","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR0210","Group","GLOBAL\Domain Admins"
"BRUWSR0210","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRUWSR0310","User","BRUWSR0310\Administrator"
"BRUWSR0310","User","BRUWSR0310\admsrv"
"BRUWSR0310","Group","GLOBAL\BRU_RES_SY_BRUWSR0310_ADMIN"
"BRUWSR0310","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR0310","Group","GLOBAL\Domain Admins"
"BRUWSR0310","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRUWSR0311","User","BRUWSR0311\Administrator"
"BRUWSR0311","User","BRUWSR0311\admsrv"
"BRUWSR0311","Group","GLOBAL\BRU_RES_SY_BRUWSR0311_ADMIN"
"BRUWSR0311","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR0311","Group","GLOBAL\Domain Admins"
"BRUWSR0311","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRUWSR1020","User","BRUWSR1020\Administrator"
"BRUWSR1020","User","BRUWSR1020\admsrv"
"BRUWSR1020","Group","GLOBAL\BRU_RES_SY_BRUWSR1020_ADMIN"
"BRUWSR1020","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR1020","Group","GLOBAL\Domain Admins"
"BRUWSR1020","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRUWSR1030","User","BRUWSR1030\Administrator"
"BRUWSR1030","User","BRUWSR1030\admsrv"
"BRUWSR1030","User","GLOBAL\admnottebda"
"BRUWSR1030","Group","GLOBAL\BRU_RES_SY_BRUWSR1030_ADMIN"
"BRUWSR1030","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR1030","Group","GLOBAL\Domain Admins"
"BRUWSR1030","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRUWSR2040","User","BRUWSR2040\Administrator"
"BRUWSR2040","User","BRUWSR2040\admsrv"
"BRUWSR2040","Group","GLOBAL\BRU_RES_SY_BRUWSR2040_ADMIN"
"BRUWSR2040","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR2040","Group","GLOBAL\Domain Admins"
"BRUWSR2040","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRUWSR2050","User","BRUWSR2050\Administrator"
"BRUWSR2050","User","BRUWSR2050\admsrv"
"BRUWSR2050","Group","GLOBAL\BRU_RES_SY_BRUWSR2050_ADMIN"
"BRUWSR2050","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR2050","Group","GLOBAL\Domain Admins"
"BRUWSR2050","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BRUWSR3020","User","BRUWSR3020\Administrator"
"BRUWSR3020","User","BRUWSR3020\admsrv"
"BRUWSR3020","Group","GLOBAL\BRU_RES_SY_BRUWSR3020_ADMIN"
"BRUWSR3020","Group","GLOBAL\BRU_RES_SY_SERVER_ADMIN"
"BRUWSR3020","Group","GLOBAL\Domain Admins"
"BRUWSR3020","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BUCWSR0004","User","BUCWSR0004\Administrator"
"BUCWSR0004","Group","GLOBAL\BUC_RES_SY_SERVER_ADMIN"
"BUCWSR0004","Group","GLOBAL\Domain Admins"
"BUCWSR0004","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BUCWSR0004","Group","GLOBAL\SHH_RES_SY_SERVER_LANDESK-DEPOT-ADMIN"
"BUCWSR0004","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"BUCWSR0005","User","BUCWSR0005\Administrator"
"BUCWSR0005","Group","GLOBAL\BUC_RES_SY_BUCWSR0005_ADMIN"
"BUCWSR0005","Group","GLOBAL\BUC_RES_SY_SERVER_ADMIN"
"BUCWSR0005","Group","GLOBAL\Domain Admins"
"BUCWSR0005","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BUCWSR0005","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"BUCWSR0006","User","BUCWSR0006\Administrator"
"BUCWSR0006","User","GLOBAL\admcoiceadr"
"BUCWSR0006","Group","GLOBAL\BUC_RES_SY_BUCWSR0006_ADMIN"
"BUCWSR0006","Group","GLOBAL\BUC_RES_SY_SERVER_ADMIN"
"BUCWSR0006","Group","GLOBAL\Domain Admins"
"BUCWSR0006","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BUCWSR0006","User","GLOBAL\svcbucsbexsvcbkp"
"BUCWSR0006","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"BUDWSR0003","User","BUDWSR0003\Administrator"
"BUDWSR0003","Group","GLOBAL\BUD_RES_SY_BUDWSR0003_ADMIN"
"BUDWSR0003","Group","GLOBAL\BUD_RES_SY_SERVER_ADMIN"
"BUDWSR0003","Group","GLOBAL\Domain Admins"
"BUDWSR0003","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BUDWSR0003","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"BUDWSR0005","User","BUDWSR0005\Administrator"
"BUDWSR0005","Group","GLOBAL\BUD_RES_SY_BUDWSR0005_ADMIN"
"BUDWSR0005","Group","GLOBAL\BUD_RES_SY_SERVER_ADMIN"
"BUDWSR0005","Group","GLOBAL\Domain Admins"
"BUDWSR0005","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BUDWSR0005","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"BUDWSR0006","User","BUDWSR0006\Administrator"
"BUDWSR0006","Group","GLOBAL\BUD_RES_SY_BUDWSR0006_ADMIN"
"BUDWSR0006","Group","GLOBAL\BUD_RES_SY_SERVER_ADMIN"
"BUDWSR0006","Group","GLOBAL\Domain Admins"
"BUDWSR0006","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"BUDWSR0006","User","GLOBAL\svcbudmssqlsvcbudsql"
"BUDWSR0006","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CAIWSR0007","User","CAIWSR0007\Administrator"
"CAIWSR0007","Group","GLOBAL\CAI_RES_SY_CAIWSR0007_ADMIN"
"CAIWSR0007","Group","GLOBAL\CAI_RES_SY_SERVER_ADMIN"
"CAIWSR0007","Group","GLOBAL\Domain Admins"
"CAIWSR0007","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CAIWSR0007","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CAIWSR0008","User","CAIWSR0008\Administrator"
"CAIWSR0008","User","GLOBAL\admrabieam"
"CAIWSR0008","Group","GLOBAL\CAI_RES_SY_CAIWSR0008_ADMIN"
"CAIWSR0008","Group","GLOBAL\CAI_RES_SY_SERVER_ADMIN"
"CAIWSR0008","Group","GLOBAL\Domain Admins"
"CAIWSR0008","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CAIWSR0008","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CAIWSR0009","User","CAIWSR0009\Administrator"
"CAIWSR0009","Group","GLOBAL\CAI_RES_SY_CAIWSR0009_ADMIN"
"CAIWSR0009","Group","GLOBAL\CAI_RES_SY_SERVER_ADMIN"
"CAIWSR0009","Group","GLOBAL\Domain Admins"
"CAIWSR0009","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CAIWSR0009","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CARWSR0025","User","CARWSR0025\Administrator"
"CARWSR0025","Group","GLOBAL\CAR_RES_SY_CARWSR0025_ADMIN"
"CARWSR0025","Group","GLOBAL\CAR_RES_SY_SERVER_ADMIN"
"CARWSR0025","Group","GLOBAL\Domain Admins"
"CARWSR0025","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CARWSR0025","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"CARWSR0033","User","CARWSR0033\Administrator"
"CARWSR0033","Group","GLOBAL\CAR_RES_SY_CARWSR0033_ADMIN"
"CARWSR0033","Group","GLOBAL\CAR_RES_SY_SERVER_ADMIN"
"CARWSR0033","Group","GLOBAL\Domain Admins"
"CARWSR0033","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CASWSR0006","User","CASWSR0006\Administrator"
"CASWSR0006","Group","GLOBAL\CAS_RES_SY_CASWSR0006_ADMIN"
"CASWSR0006","Group","GLOBAL\CAS_RES_SY_SERVER_ADMIN"
"CASWSR0006","Group","GLOBAL\Domain Admins"
"CASWSR0006","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CASWSR0006","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CASWSR0007","User","CASWSR0007\Administrator"
"CASWSR0007","Group","GLOBAL\CAS_RES_SY_CASWSR0007_ADMIN"
"CASWSR0007","Group","GLOBAL\CAS_RES_SY_SERVER_ADMIN"
"CASWSR0007","Group","GLOBAL\Domain Admins"
"CASWSR0007","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CASWSR0007","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"CASWSR0007","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CASWSR0008","User","CASWSR0008\Administrator"
"CASWSR0008","Group","GLOBAL\CAS_RES_SY_CASWSR0008_ADMIN"
"CASWSR0008","Group","GLOBAL\CAS_RES_SY_SERVER_ADMIN"
"CASWSR0008","Group","GLOBAL\Domain Admins"
"CASWSR0008","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CASWSR0008","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CPHWSR0101","User","CPHWSR0101\Administrator"
"CPHWSR0101","User","GLOBAL\admmeisneke"
"CPHWSR0101","Group","GLOBAL\CPH_RES_SY_CPHWSR0101_ADMIN"
"CPHWSR0101","Group","GLOBAL\CPH_RES_SY_SERVER_ADMIN"
"CPHWSR0101","Group","GLOBAL\Domain Admins"
"CPHWSR0101","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CPHWSR0101","User","GLOBAL\svccphvax360msuply"
"CPHWSR0101","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CRDWSR0048","User","CRDWSR0048\Administrator"
"CRDWSR0048","User","CRDWSR0048\Viewer"
"CRDWSR0048","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"CRDWSR0048","Group","GLOBAL\CRD_RES_SY_CRDWSR0048_ADMIN"
"CRDWSR0048","Group","GLOBAL\CRD_RES_SY_SERVER_ADMIN"
"CRDWSR0048","Group","GLOBAL\Domain Admins"
"CRDWSR0048","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CRDWSR0048","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"crdwsr0059","User","CRDWSR0059\Administrator"
"crdwsr0059","User","CRDWSR0059\Viewer"
"crdwsr0059","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"crdwsr0059","Group","GLOBAL\CRD_RES_SY_CRDWSR0059_ADMIN"
"crdwsr0059","Group","GLOBAL\CRD_RES_SY_SERVER_ADMIN"
"crdwsr0059","Group","GLOBAL\Domain Admins"
"crdwsr0059","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"crdwsr0059","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"crdwsr0059","User","GLOBAL\svcsisiiswsgbsq"
"crdwsr0059","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CRDWSR0061","User","CRDWSR0061\Administrator"
"CRDWSR0061","User","CRDWSR0061\Viewer"
"CRDWSR0061","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"CRDWSR0061","User","GLOBAL\admsuarezjo"
"CRDWSR0061","Group","GLOBAL\CRD_RES_SY_CRDWSR0061_ADMIN"
"CRDWSR0061","Group","GLOBAL\CRD_RES_SY_SERVER_ADMIN"
"CRDWSR0061","Group","GLOBAL\Domain Admins"
"CRDWSR0061","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CRDWSR0061","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"crdwsr0062","User","CRDWSR0062\Administrator"
"crdwsr0062","User","CRDWSR0062\Viewer"
"crdwsr0062","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"crdwsr0062","User","GLOBAL\admsuarezjo"
"crdwsr0062","Group","GLOBAL\CRD_RES_SY_CRDWSR0062_ADMIN"
"crdwsr0062","Group","GLOBAL\CRD_RES_SY_SERVER_ADMIN"
"crdwsr0062","Group","GLOBAL\Domain Admins"
"crdwsr0062","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"crdwsr0062","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"crdwsr0062","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"CRDWSR0065","User","CRDWSR0065\Administrator"
"CRDWSR0065","User","CRDWSR0065\Viewer"
"CRDWSR0065","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"CRDWSR0065","User","GLOBAL\admfaslerfa"
"CRDWSR0065","User","GLOBAL\admwidmerhe"
"CRDWSR0065","Group","GLOBAL\CRD_RES_SY_CRDWSR0065_ADMIN"
"CRDWSR0065","Group","GLOBAL\CRD_RES_SY_SERVER_ADMIN"
"CRDWSR0065","Group","GLOBAL\Domain Admins"
"CRDWSR0065","Group","GLOBAL\SHH_RES_SY_SERVER_ABTS-ADMIN"
"CRDWSR0065","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CRDWSR0065","User","GLOBAL\svccrdrqdbsoftride"
"CRDWSR0066","User","CRDWSR0066\Administrator"
"CRDWSR0066","User","CRDWSR0066\Viewer"
"CRDWSR0066","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"CRDWSR0066","Group","GLOBAL\CRD_RES_SY_CRDWSR0066_ADMIN"
"CRDWSR0066","Group","GLOBAL\CRD_RES_SY_SERVER_ADMIN"
"CRDWSR0066","Group","GLOBAL\Domain Admins"
"CRDWSR0066","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"CRDWSR0066","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"crdwsr0084","User","CRDWSR0084\Administrator"
"crdwsr0084","User","CRDWSR0084\Viewer"
"crdwsr0084","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"crdwsr0084","Group","GLOBAL\CRD_RES_SY_CRDWSR0084_ADMIN"
"crdwsr0084","Group","GLOBAL\CRD_RES_SY_SERVER_ADMIN"
"crdwsr0084","Group","GLOBAL\Domain Admins"
"crdwsr0084","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"crdwsr0084","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
