#TYPE Selected.System.Management.Automation.PSCustomObject
"COMName","PSVersion","ExecutionPolicy","WinRMStatus","NetFXVersion"
"SHHWSR0326.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0328.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0331.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0332.global.schindler.com","3.0","Unrestricted","Running","4.6.00081"
"SHHWSR0333.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0336.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0337.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0338.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0339.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0340.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0341.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0346.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0347.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0348.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0349.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0352.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0353.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0354.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0361.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0362.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0363.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0364.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0365.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0366.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0368.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0372.global.schindler.com","3.0","RemoteSigned","Running","4.7.02053"
"SHHWSR0373.global.schindler.com","3.0","RemoteSigned","Running","4.7.02053"
"SHHWSR0374.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0375.global.schindler.com","3.0","RemoteSigned","Running","4.7.02053"
"SHHWSR0377.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0378.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0379.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0380.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0381.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0382.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0384.global.schindler.com","3.0","RemoteSigned","Running","4.7.02053"
"SHHWSR0387.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0391.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0396.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0397.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0401.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0403.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0409.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0410.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0412.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0414.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0416.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0417.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0418.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0420.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0421.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0422.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0423.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0424.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0425.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0426.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0427.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0428.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0429.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0430.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0435.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0436.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0437.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0438.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0439.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0440.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0441.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0442.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0443.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0444.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0445.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0446.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0447.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0448.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0450.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0451.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0452.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0453.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0454.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0455.global.schindler.com","3.0","Restricted","Running","4.6.01055"
"SHHWSR0456.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0460.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0461.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0464.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0467.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0468.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0469.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0470.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0471.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0472.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0473.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0474.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0475.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0476.global.schindler.com","4.0","Unrestricted","Running","4.5.51209"
"SHHWSR0478.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0479.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0482.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0483.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0484.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0485.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0487.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0488.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0492.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0493.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0500.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0501.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0503.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0505.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0506.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0509.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0510.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0516.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0518.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0519.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0520.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0521.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0523.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0524.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0525.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0526.global.schindler.com","4.0","Unrestricted","Running","4.5.51209"
"SHHWSR0530.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0531.global.schindler.com","4.0","Unrestricted","Running","4.5.51209"
"SHHWSR0534.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0535.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0536.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0537.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0538.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0543.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0546.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0547.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0549.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0550.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0551.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0552.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0553.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0554.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0555.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0556.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0557.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0558.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0559.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0561.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0562.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0563.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0564.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0565.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0566.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0567.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0568.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0569.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0570.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0571.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0577.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0578.global.schindler.com","4.0","Unrestricted","Running","4.5.51209"
"SHHWSR0579.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0580.global.schindler.com","4.0","Unrestricted","Running","4.5.51650"
"SHHWSR0581.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0582.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0583.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0584.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0585.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0586.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0587.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0588.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0589.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0594.global.schindler.com","4.0","Unrestricted","Running","4.5.51650"
"SHHWSR0595.global.schindler.com","4.0","Unrestricted","Running","4.5.51650"
"SHHWSR0596.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0597.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0598.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0600.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0601.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0602.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0603.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0604.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0605.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0607.global.schindler.com","3.0","Unrestricted","Running","4.6.01055"
"SHHWSR0608.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0609.global.schindler.com","4.0","AllSigned","Running","4.5.51209"
"SHHWSR0612.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0613.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0614.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0616.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0617.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0618.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0619.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0620.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0621.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0622.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0623.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0624.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0625.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0631.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0632.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0633.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSR0634.global.schindler.com","4.0","Unrestricted","Running","4.5.51650"
"SHHWSR0635.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0636.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0637.global.schindler.com","4.0","Unrestricted","Running","4.5.51650"
"SHHWSR0638.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0639.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0650.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSR0651.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0652.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0653.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0654.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0655.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0656.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0657.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0658.global.schindler.com","4.0","Bypass","Running","4.6.01055"
"SHHWSR0662.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0663.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0664.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0665.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0666.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0667.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0668.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0669.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0670.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0671.global.schindler.com","4.0","Unrestricted","Running","4.5.51209"
"SHHWSR0672.global.schindler.com","4.0","Unrestricted","Running","4.5.51209"
"SHHWSR0673.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0674.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0675.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0677.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0678.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSR0679.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0680.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0681.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0682.global.schindler.com","4.0","Unrestricted","Running","4.5.51209"
"SHHWSR0683.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0684.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0685.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0686.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0687.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0688.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0689.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0690.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0691.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0692.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0693.global.schindler.com","4.0","RemoteSigned","Running","4.5.51650"
"SHHWSR0694.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0695.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0696.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0698.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0699.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0702.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0703.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0704.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0705.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0706.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0709.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0710.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0711.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0712.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0713.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0714.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0716.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0717.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0718.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0719.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0720.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0721.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0722.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0723.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0724.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0725.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0726.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0727.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0728.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0729.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0730.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0731.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0732.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0733.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0734.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0735.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0736.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0737.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0738.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0739.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0740.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0742.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0744.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0745.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0746.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0747.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0748.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0749.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0750.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0752.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0753.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0754.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0755.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0756.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0757.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0758.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0759.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0760.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0761.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0762.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0763.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0764.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0765.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0766.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0767.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0770.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0772.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0773.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0774.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0775.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0776.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0777.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0778.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0779.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0780.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0782.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0783.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0784.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0785.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0786.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0787.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0788.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0791.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0792.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0793.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0794.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0795.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0810.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0811.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0812.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0846.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0858.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0859.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0860.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0861.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0862.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0863.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0868.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0872.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0873.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0877.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0878.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0879.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0880.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0881.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
