#TYPE Selected.System.Management.Automation.PSCustomObject
"COMName","PSVersion","ExecutionPolicy","WinRMStatus","NetFXVersion"
"SHHWSR0882.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0887.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0888.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0889.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0890.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0891.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0892.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0896.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0897.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"SHHWSR0898.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"SHHWSR0899.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"SHHWSR0902.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0906.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0907.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0908.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0910.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0911.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0912.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0914.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0915.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0916.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0917.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0918.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0919.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0920.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0921.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0922.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0923.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0924.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0925.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0926.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0927.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0929.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0931.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0932.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0933.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0934.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0935.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0936.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0937.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0938.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0939.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0940.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0943.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0944.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0945.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0948.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0949.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0950.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0951.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0952.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0953.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0954.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0955.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0956.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0957.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSR0958.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0959.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0960.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0961.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0962.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0963.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0965.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0968.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0969.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0972.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0973.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0974.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0975.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0979.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0980.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0981.global.schindler.com","4.0","Unrestricted","Running","4.6.01590"
"SHHWSR0985.global.schindler.com","4.0","Unrestricted","Running","4.6.01055"
"SHHWSR0986.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0988.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0992.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSR0994.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSRCX0001.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0002.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0003.global.schindler.com","4.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0009.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0010.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0011.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0012.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0013.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0014.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0015.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0016.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0019.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0020.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0021.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0022.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0023.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0024.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0025.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0026.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0027.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0029.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0030.global.schindler.com","2.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0033.global.schindler.com","3.0","RemoteSigned","Running","4.6.01590"
"SHHWSRCX0034.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"SHHWSRCX0035.global.schindler.com","3.0","RemoteSigned","Running","4.6.01590"
"SHHWSRCX0038.global.schindler.com","3.0","RemoteSigned","Running","4.5.51209"
"SHHWSRCX0039.global.schindler.com","3.0","RemoteSigned","Running","4.6.01590"
"SHHWSRCX0040.global.schindler.com","3.0","Restricted","Running","4.6.01590"
"SHHWSRCX0041.global.schindler.com","3.0","Restricted","Running","4.6.01590"
"SHHWSRCX0042.global.schindler.com","4.0","Unrestricted","Running","4.5.51209"
"SHHWSRCX0043.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSRCX0044.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSRCX0045.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"SHHWSRCX0046.global.schindler.com","3.0","Unrestricted","Running","4.5.51209"
"SHHWSRCX0047.global.schindler.com","3.0","Restricted","Running","4.5.51209"
"SHHWSRCX0050.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"SHHWSRCX0051.global.schindler.com","4.0","Restricted","Running","4.6.01590"
"SHHWSRCX0052.global.schindler.com","4.0","Restricted","Running","4.6.01590"
"SHHWSRCX0053.global.schindler.com","4.0","Restricted","Running","4.6.01590"
"SHHWSRCX0054.global.schindler.com","4.0","Restricted","Running","4.6.01590"
"SHHWSRCX0055.global.schindler.com","4.0","Restricted","Running","4.6.01590"
"SHHWSRCX0056.global.schindler.com","4.0","Restricted","Running","4.6.01590"
"TRDWSR0001.global.schindler.com","2.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0002.global.schindler.com","2.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0007.global.schindler.com","3.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0008.global.schindler.com","3.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0009.global.schindler.com","3.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0010.global.schindler.com","3.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0011.global.schindler.com","3.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0012.global.schindler.com","4.0","Unrestricted","Running","4.6.01590"
"TRDWSR0013.global.schindler.com","4.0","Bypass","Running","4.6.01590"
"TRDWSR0014.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0015.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0016.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0017.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0018.global.schindler.com","4.0","RemoteSigned","Running","4.6.01590"
"TRDWSR0019.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"TRDWSR0020.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"ZZZWSR0010.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"ZZZWSR0011.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"ZZZWSR0078.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"ZZZWSR0079.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"ZZZWSR0215.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"ZZZWSR9992.global.schindler.com","4.0","Bypass","Running","4.6.01055"
"ZZZWSR9993.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
"ZZZWSR9996.global.schindler.com","4.0","Restricted","Running","4.5.51209"
"ZZZWSR9997.global.schindler.com","4.0","RemoteSigned","Running","4.6.01055"
