#TYPE Microsoft.Azure.Commands.RecoveryServices.Backup.Cmdlets.Models.AzureVmJob
"VmVersion","IsCancellable","IsRetriable","ErrorDetails","ActivityId","JobId","Operation","Status","WorkloadName","StartTime","EndTime","Duration","BackupManagementType"
"Compute","False","False",,"91504e20-b123-4e91-88ef-e36ff7753abb","bebc7371-f750-4001-880a-df51ca73f700","Backup","Completed","milwsr4149","11/16/2021 11:23:49 PM","11/17/2021 2:05:02 AM","02:41:12.5877222","AzureVM"
"Compute","False","False",,"1d410eca-d596-4cd0-8f97-1bb159c31d4e","a3ff452b-20da-4a79-8796-a6d18db4b7c4","Backup","Completed","shhwsr2332","11/16/2021 11:23:32 PM","11/17/2021 2:04:46 AM","02:41:14.4469969","AzureVM"
"Compute","False","False",,"4e5a02c0-ddd6-44ee-bd4d-e3e445089a8d","b99fb52c-2a20-4153-9757-045a1354e5b3","Backup","Completed","tstshhwsr0178","11/16/2021 11:23:31 PM","11/17/2021 2:24:57 AM","03:01:26.0861144","AzureVM"
"Compute","False","False",,"3f1d7127-a438-4f02-9e68-3b4511f7e870","652c9fa0-9c0b-4017-b417-454562d24088","Backup","Completed","shhwsr2323","11/16/2021 11:23:13 PM","11/17/2021 2:04:31 AM","02:41:17.8427722","AzureVM"
"Compute","False","False",,"9088b5f9-1653-4844-89fb-f497693fe9ad","47ed7902-aaa5-4adc-a935-915efe865746","Backup","Completed","shhwsr2261","11/16/2021 11:23:11 PM","11/17/2021 2:34:37 AM","03:11:25.9167270","AzureVM"
"Compute","False","False",,"804a949e-5f4c-4231-9c3d-071c9f51ed4d","120017ec-fe89-49ad-8fb0-1816db07797f","Backup","Completed","shhlsr4012","11/16/2021 11:22:57 PM","11/17/2021 2:04:13 AM","02:41:16.0084476","AzureVM"
"Compute","False","False",,"8bb5d359-0719-45d7-95b7-e32950c1fb8e","a14b4265-d361-4e2c-a556-324f51f5069e","Backup","Completed","shhwsr2250","11/16/2021 11:22:53 PM","11/17/2021 2:24:19 AM","03:01:25.4173881","AzureVM"
"Compute","False","False",,"d05f2765-526c-4b7e-b01b-3d663d349d09","5565fdbf-6993-4718-a1d5-99f6e34921bd","Backup","Completed","shhwsr2248","11/16/2021 11:22:49 PM","11/17/2021 2:14:13 AM","02:51:24.4005072","AzureVM"
"Compute","False","False",,"25149f3a-c52e-4175-b435-5c905f6d5fca","605e2509-20bf-437f-b454-904bf8fb41e6","Backup","Completed","shhwsr2262","11/16/2021 11:22:46 PM","11/17/2021 2:24:00 AM","03:01:14.2773338","AzureVM"
"Compute","False","False",,"d613ac46-eeff-4234-af8d-8cb46becc0bb","00c352b7-cd27-478d-8a16-6e22afc01c47","Backup","Completed","shhwsr2255","11/16/2021 11:22:29 PM","11/17/2021 2:13:54 AM","02:51:25.8455229","AzureVM"
"Compute","False","False",,"fb32b873-f2e7-49e2-9196-2a898b1f144a","58786248-50c7-4f96-b725-98e20eeeee19","Backup","Completed","zzzwsr0010","11/16/2021 11:22:24 PM","11/17/2021 2:13:54 AM","02:51:30.2512386","AzureVM"
"Compute","False","False",,"81331e16-1000-40ee-af58-59d8843fc722","a2a93649-1e20-4e48-982c-28789888e2bd","Backup","Completed","SHHWSR2022","11/16/2021 11:22:13 PM","11/17/2021 2:13:35 AM","02:51:21.8083422","AzureVM"
"Compute","False","False",,"849f090b-b82b-4aef-ae35-dd4d8963028c","93fd7fa4-31be-4457-bf57-203e704a0765","Backup","Completed","shhwsr1830","11/16/2021 11:21:52 PM","11/17/2021 2:23:21 AM","03:01:29.5747150","AzureVM"
"Compute","False","False",,"a8c98d6e-3665-48e6-942c-bc6baab646fa","742ff3b1-508c-4c92-a912-86c01977845f","ConfigureBackup","Completed","shhwsr2346","11/16/2021 5:36:04 PM","11/16/2021 5:36:44 PM","00:00:40.8733480","AzureVM"
"Compute","False","False",,"15faac8a-3630-412d-a3ca-fbe438a1c878","0ad339e6-c588-44d1-b1b6-b76f139e0117","ConfigureBackup","Completed","shhwsr2347","11/16/2021 4:35:54 PM","11/16/2021 4:36:25 PM","00:00:30.7563422","AzureVM"
"Compute","False","False",,"1f8883d5-ca28-43c4-b7fb-efc742ac18b9","e88e9870-27e8-46f0-a55a-7be311652471","ConfigureBackup","Completed","shhwsr2342","11/16/2021 2:30:16 PM","11/16/2021 2:30:46 PM","00:00:30.6655365","AzureVM"
